Country,Code,Year,Maize_Prod_Tones
Afghanistan,AFG,1993,470000
Afghanistan,AFG,1994,500000
Afghanistan,AFG,1995,530000
Afghanistan,AFG,1996,360000
Afghanistan,AFG,1997,300000
Afghanistan,AFG,1998,330000
Afghanistan,AFG,1999,240000
Afghanistan,AFG,2000,115000
Afghanistan,AFG,2001,160000
Afghanistan,AFG,2002,298000
Afghanistan,AFG,2003,210000
Afghanistan,AFG,2004,400000
Afghanistan,AFG,2005,315000
Afghanistan,AFG,2006,359000
Afghanistan,AFG,2007,360000
Afghanistan,AFG,2008,360000
Afghanistan,AFG,2009,300000
Afghanistan,AFG,2010,301000
Afghanistan,AFG,2011,300120
Afghanistan,AFG,2012,310000
Afghanistan,AFG,2013,312000
Afghanistan,AFG,2014,316000
Afghanistan,AFG,2015,316000
Afghanistan,AFG,2016,311646
Afghanistan,AFG,2017,173912
Afghanistan,AFG,2018,106670
Albania,ALB,1993,175751
Albania,ALB,1994,193261
Albania,ALB,1995,215566
Albania,ALB,1996,214059
Albania,ALB,1997,194818
Albania,ALB,1998,189130
Albania,ALB,1999,206000
Albania,ALB,2000,205700
Albania,ALB,2001,198300
Albania,ALB,2002,197300
Albania,ALB,2003,206900
Albania,ALB,2004,216200
Albania,ALB,2005,219900
Albania,ALB,2006,245400
Albania,ALB,2007,215900
Albania,ALB,2008,245000
Albania,ALB,2009,265100
Albania,ALB,2010,362000
Albania,ALB,2011,366400
Albania,ALB,2012,360000
Albania,ALB,2013,372000
Albania,ALB,2014,380000
Albania,ALB,2015,380000
Albania,ALB,2016,379714
Albania,ALB,2017,381059
Albania,ALB,2018,391104
Algeria,DZA,1993,225
Algeria,DZA,1994,185
Algeria,DZA,1995,419
Algeria,DZA,1996,446
Algeria,DZA,1997,257
Algeria,DZA,1998,310
Algeria,DZA,1999,537
Algeria,DZA,2000,1556
Algeria,DZA,2001,1087
Algeria,DZA,2002,837
Algeria,DZA,2003,981
Algeria,DZA,2004,679
Algeria,DZA,2005,1148
Algeria,DZA,2006,2456
Algeria,DZA,2007,1644
Algeria,DZA,2008,1015
Algeria,DZA,2009,575
Algeria,DZA,2010,359
Algeria,DZA,2011,575
Algeria,DZA,2012,1755
Algeria,DZA,2013,1245
Algeria,DZA,2014,2572
Algeria,DZA,2015,2794
Algeria,DZA,2016,3687
Algeria,DZA,2017,2634
Algeria,DZA,2018,4142
Angola,AGO,1993,275000
Angola,AGO,1994,201000
Angola,AGO,1995,211000
Angola,AGO,1996,398158
Angola,AGO,1997,369505
Angola,AGO,1998,504662
Angola,AGO,1999,428045
Angola,AGO,2000,394607
Angola,AGO,2001,428769
Angola,AGO,2002,546860
Angola,AGO,2003,618684
Angola,AGO,2004,577000
Angola,AGO,2005,734372
Angola,AGO,2006,526084
Angola,AGO,2007,615894
Angola,AGO,2008,702387
Angola,AGO,2009,970231
Angola,AGO,2010,1072737
Angola,AGO,2011,1262222
Angola,AGO,2012,454343
Angola,AGO,2013,1548750
Angola,AGO,2014,1686869
Angola,AGO,2015,1878305
Angola,AGO,2016,2255000
Angola,AGO,2017,2680000
Angola,AGO,2018,2271102
Argentina,ARG,1993,10901000
Argentina,ARG,1994,10360000
Argentina,ARG,1995,11404041
Argentina,ARG,1996,10518290
Argentina,ARG,1997,15536820
Argentina,ARG,1998,19360656
Argentina,ARG,1999,13504100
Argentina,ARG,2000,16780650
Argentina,ARG,2001,15359397
Argentina,ARG,2002,14712079
Argentina,ARG,2003,15044529
Argentina,ARG,2004,14950825
Argentina,ARG,2005,20482572
Argentina,ARG,2006,14445538
Argentina,ARG,2007,21755364
Argentina,ARG,2008,22016926
Argentina,ARG,2009,13121380
Argentina,ARG,2010,22663095
Argentina,ARG,2011,23799830
Argentina,ARG,2012,21196637
Argentina,ARG,2013,32119211
Argentina,ARG,2014,33087165
Argentina,ARG,2015,33817744
Argentina,ARG,2016,39792854
Argentina,ARG,2017,49475895
Argentina,ARG,2018,43462323
Armenia,ARM,1993,3910
Armenia,ARM,1994,4900
Armenia,ARM,1995,4200
Armenia,ARM,1996,4381
Armenia,ARM,1997,9565
Armenia,ARM,1998,5738
Armenia,ARM,1999,11450
Armenia,ARM,2000,5915
Armenia,ARM,2001,9865
Armenia,ARM,2002,12156
Armenia,ARM,2003,15241
Armenia,ARM,2004,19322
Armenia,ARM,2005,14127
Armenia,ARM,2006,8421
Armenia,ARM,2007,18860
Armenia,ARM,2008,21172
Armenia,ARM,2009,15232
Armenia,ARM,2010,12751
Armenia,ARM,2011,19120
Armenia,ARM,2012,19131
Armenia,ARM,2013,20906
Armenia,ARM,2014,20158
Armenia,ARM,2015,21720
Armenia,ARM,2016,21026
Armenia,ARM,2017,10413
Armenia,ARM,2018,7615
Australia,AUS,1993,198766
Australia,AUS,1994,204095
Australia,AUS,1995,242370
Australia,AUS,1996,325000
Australia,AUS,1997,398000
Australia,AUS,1998,271000
Australia,AUS,1999,338000
Australia,AUS,2000,406043
Australia,AUS,2001,344934
Australia,AUS,2002,453853
Australia,AUS,2003,310049
Australia,AUS,2004,394990
Australia,AUS,2005,419672
Australia,AUS,2006,361991
Australia,AUS,2007,239879
Australia,AUS,2008,387000
Australia,AUS,2009,375670
Australia,AUS,2010,328000
Australia,AUS,2011,356943
Australia,AUS,2012,450535
Australia,AUS,2013,506725
Australia,AUS,2014,390364
Australia,AUS,2015,494589
Australia,AUS,2016,400032
Australia,AUS,2017,436194
Australia,AUS,2018,387240
Austria,AUT,1993,1524487
Austria,AUT,1994,1420645
Austria,AUT,1995,1473492
Austria,AUT,1996,1735568
Austria,AUT,1997,1841681
Austria,AUT,1998,1645607
Austria,AUT,1999,1699939
Austria,AUT,2000,1851728
Austria,AUT,2001,1771081
Austria,AUT,2002,1955595
Austria,AUT,2003,1707771
Austria,AUT,2004,1944882
Austria,AUT,2005,2020955
Austria,AUT,2006,1746185
Austria,AUT,2007,1994698
Austria,AUT,2008,2448538
Austria,AUT,2009,2168838
Austria,AUT,2010,1955989
Austria,AUT,2011,2453133
Austria,AUT,2012,2351370
Austria,AUT,2013,1639019
Austria,AUT,2014,2334385
Austria,AUT,2015,1637905
Austria,AUT,2016,2179587
Austria,AUT,2017,2075983
Austria,AUT,2018,2130339
Azerbaijan,AZE,1993,14135
Azerbaijan,AZE,1994,14303
Azerbaijan,AZE,1995,12400
Azerbaijan,AZE,1996,13956
Azerbaijan,AZE,1997,18929
Azerbaijan,AZE,1998,28856
Azerbaijan,AZE,1999,100278
Azerbaijan,AZE,2000,103527
Azerbaijan,AZE,2001,116723
Azerbaijan,AZE,2002,128029
Azerbaijan,AZE,2003,143147
Azerbaijan,AZE,2004,152927
Azerbaijan,AZE,2005,151389
Azerbaijan,AZE,2006,145883
Azerbaijan,AZE,2007,158192
Azerbaijan,AZE,2008,158620
Azerbaijan,AZE,2009,151172
Azerbaijan,AZE,2010,136061
Azerbaijan,AZE,2011,152306
Azerbaijan,AZE,2012,181930
Azerbaijan,AZE,2013,208178
Azerbaijan,AZE,2014,203596
Azerbaijan,AZE,2015,214090
Azerbaijan,AZE,2016,223991
Azerbaijan,AZE,2017,235669
Azerbaijan,AZE,2018,247939
Bangladesh,BGD,1993,2725
Bangladesh,BGD,1994,2785
Bangladesh,BGD,1995,2675
Bangladesh,BGD,1996,2695
Bangladesh,BGD,1997,2650
Bangladesh,BGD,1998,2970
Bangladesh,BGD,1999,4000
Bangladesh,BGD,2000,10000
Bangladesh,BGD,2001,64335
Bangladesh,BGD,2002,117255
Bangladesh,BGD,2003,117255
Bangladesh,BGD,2004,241460
Bangladesh,BGD,2005,356280
Bangladesh,BGD,2006,521525
Bangladesh,BGD,2007,902150
Bangladesh,BGD,2008,1346470
Bangladesh,BGD,2009,729629
Bangladesh,BGD,2010,887391
Bangladesh,BGD,2011,1018287
Bangladesh,BGD,2012,1297717
Bangladesh,BGD,2013,1548000
Bangladesh,BGD,2014,2124000
Bangladesh,BGD,2015,2271998
Bangladesh,BGD,2016,2445576
Bangladesh,BGD,2017,3025392
Bangladesh,BGD,2018,3288102
Belarus,BLR,1993,6000
Belarus,BLR,1994,1000
Belarus,BLR,1995,2700
Belarus,BLR,1996,4600
Belarus,BLR,1997,6100
Belarus,BLR,1998,6100
Belarus,BLR,1999,9900
Belarus,BLR,2000,30000
Belarus,BLR,2001,31100
Belarus,BLR,2002,29600
Belarus,BLR,2003,50156
Belarus,BLR,2004,38774
Belarus,BLR,2005,144055
Belarus,BLR,2006,152631
Belarus,BLR,2007,541066
Belarus,BLR,2008,494653
Belarus,BLR,2009,448663
Belarus,BLR,2010,550586
Belarus,BLR,2011,1213124
Belarus,BLR,2012,954483
Belarus,BLR,2013,1119785
Belarus,BLR,2014,599455
Belarus,BLR,2015,222991
Belarus,BLR,2016,740511
Belarus,BLR,2017,694238
Belarus,BLR,2018,1137932
Bhutan,BTN,1993,50000
Bhutan,BTN,1994,60000
Bhutan,BTN,1995,70000
Bhutan,BTN,1996,80000
Bhutan,BTN,1997,85000
Bhutan,BTN,1998,85000
Bhutan,BTN,1999,70000
Bhutan,BTN,2000,48500
Bhutan,BTN,2001,60000
Bhutan,BTN,2002,41412
Bhutan,BTN,2003,49681
Bhutan,BTN,2004,88231
Bhutan,BTN,2005,93968
Bhutan,BTN,2006,80079
Bhutan,BTN,2007,84729
Bhutan,BTN,2008,69252
Bhutan,BTN,2009,61158
Bhutan,BTN,2010,57663
Bhutan,BTN,2011,79826
Bhutan,BTN,2012,73024
Bhutan,BTN,2013,64868
Bhutan,BTN,2014,74370
Bhutan,BTN,2015,83714
Bhutan,BTN,2016,82035
Bhutan,BTN,2017,90263
Bhutan,BTN,2018,92949
Bolivia,BOL,1993,537025
Bolivia,BOL,1994,493533
Bolivia,BOL,1995,515439
Bolivia,BOL,1996,498414
Bolivia,BOL,1997,355718
Bolivia,BOL,1998,479601
Bolivia,BOL,1999,488606
Bolivia,BOL,2000,653271
Bolivia,BOL,2001,677829
Bolivia,BOL,2002,672772
Bolivia,BOL,2003,691643
Bolivia,BOL,2004,538091
Bolivia,BOL,2005,738352
Bolivia,BOL,2006,894436
Bolivia,BOL,2007,770365
Bolivia,BOL,2008,1001803
Bolivia,BOL,2009,1174447
Bolivia,BOL,2010,1018988
Bolivia,BOL,2011,918091
Bolivia,BOL,2012,1043059
Bolivia,BOL,2013,915150
Bolivia,BOL,2014,1006622
Bolivia,BOL,2015,1056557
Bolivia,BOL,2016,984628
Bolivia,BOL,2017,954909
Bolivia,BOL,2018,1260926
Bosnia and Herzegovina,BIH,1993,540000
Bosnia and Herzegovina,BIH,1994,460000
Bosnia and Herzegovina,BIH,1995,372000
Bosnia and Herzegovina,BIH,1996,588000
Bosnia and Herzegovina,BIH,1997,830445
Bosnia and Herzegovina,BIH,1998,846638
Bosnia and Herzegovina,BIH,1999,984052
Bosnia and Herzegovina,BIH,2000,471963
Bosnia and Herzegovina,BIH,2001,770557
Bosnia and Herzegovina,BIH,2002,903231
Bosnia and Herzegovina,BIH,2003,545059
Bosnia and Herzegovina,BIH,2004,990429
Bosnia and Herzegovina,BIH,2005,1004099
Bosnia and Herzegovina,BIH,2006,993850
Bosnia and Herzegovina,BIH,2007,635344
Bosnia and Herzegovina,BIH,2008,1004359
Bosnia and Herzegovina,BIH,2009,962921
Bosnia and Herzegovina,BIH,2010,853376
Bosnia and Herzegovina,BIH,2011,764119
Bosnia and Herzegovina,BIH,2012,539432
Bosnia and Herzegovina,BIH,2013,798500
Bosnia and Herzegovina,BIH,2014,799487
Bosnia and Herzegovina,BIH,2015,785701
Bosnia and Herzegovina,BIH,2016,1178423
Bosnia and Herzegovina,BIH,2017,709584
Bosnia and Herzegovina,BIH,2018,1272339
Botswana,BWA,1993,2976
Botswana,BWA,1994,10800
Botswana,BWA,1995,18953
Botswana,BWA,1996,24629
Botswana,BWA,1997,22649
Botswana,BWA,1998,2344
Botswana,BWA,1999,3796
Botswana,BWA,2000,9347
Botswana,BWA,2001,4976
Botswana,BWA,2002,16447
Botswana,BWA,2003,1633
Botswana,BWA,2004,7529
Botswana,BWA,2005,16080
Botswana,BWA,2006,15162
Botswana,BWA,2007,2158
Botswana,BWA,2008,8967
Botswana,BWA,2009,20093
Botswana,BWA,2010,10572
Botswana,BWA,2011,35222
Botswana,BWA,2012,7677
Botswana,BWA,2013,3844
Botswana,BWA,2014,28550
Botswana,BWA,2015,3792
Botswana,BWA,2016,11879
Botswana,BWA,2017,12265
Botswana,BWA,2018,13126
Brazil,BRA,1993,30055633
Brazil,BRA,1994,32487625
Brazil,BRA,1995,36266951
Brazil,BRA,1996,29652791
Brazil,BRA,1997,32948044
Brazil,BRA,1998,29601753
Brazil,BRA,1999,32239479
Brazil,BRA,2000,32321000
Brazil,BRA,2001,41962475
Brazil,BRA,2002,35940832
Brazil,BRA,2003,48327323
Brazil,BRA,2004,41787558
Brazil,BRA,2005,35113312
Brazil,BRA,2006,42661677
Brazil,BRA,2007,52112217
Brazil,BRA,2008,58933347
Brazil,BRA,2009,50719822
Brazil,BRA,2010,55364271
Brazil,BRA,2011,55660235
Brazil,BRA,2012,71072810
Brazil,BRA,2013,80273172
Brazil,BRA,2014,79881614
Brazil,BRA,2015,85283074
Brazil,BRA,2016,64188314
Brazil,BRA,2017,97910658
Brazil,BRA,2018,82288298
Bulgaria,BGR,1993,983281
Bulgaria,BGR,1994,1383600
Bulgaria,BGR,1995,1817220
Bulgaria,BGR,1996,1041950
Bulgaria,BGR,1997,1659240
Bulgaria,BGR,1998,1303436
Bulgaria,BGR,1999,1739969
Bulgaria,BGR,2000,804134
Bulgaria,BGR,2001,872645
Bulgaria,BGR,2002,1288105
Bulgaria,BGR,2003,1161107
Bulgaria,BGR,2004,2123022
Bulgaria,BGR,2005,1585701
Bulgaria,BGR,2006,1587805
Bulgaria,BGR,2007,980055
Bulgaria,BGR,2008,1368347
Bulgaria,BGR,2009,1290833
Bulgaria,BGR,2010,2047414
Bulgaria,BGR,2011,2209204
Bulgaria,BGR,2012,1717785
Bulgaria,BGR,2013,2738671
Bulgaria,BGR,2014,3137478
Bulgaria,BGR,2015,2696923
Bulgaria,BGR,2016,2226094
Bulgaria,BGR,2017,2562569
Bulgaria,BGR,2018,3478013
Burundi,BDI,1993,172100
Burundi,BDI,1994,122758
Burundi,BDI,1995,153021
Burundi,BDI,1996,144462
Burundi,BDI,1997,144991
Burundi,BDI,1998,131830
Burundi,BDI,1999,128706
Burundi,BDI,2000,117840
Burundi,BDI,2001,124395
Burundi,BDI,2002,126799
Burundi,BDI,2003,120575
Burundi,BDI,2004,123199
Burundi,BDI,2005,125666
Burundi,BDI,2006,116825
Burundi,BDI,2007,115507
Burundi,BDI,2008,117681
Burundi,BDI,2009,120379
Burundi,BDI,2010,126412
Burundi,BDI,2011,128483
Burundi,BDI,2012,140536
Burundi,BDI,2013,162417
Burundi,BDI,2014,127829
Burundi,BDI,2015,160713
Burundi,BDI,2016,243740
Burundi,BDI,2017,228355
Burundi,BDI,2018,290498
Cameroon,CMR,1993,507000
Cameroon,CMR,1994,524000
Cameroon,CMR,1995,618000
Cameroon,CMR,1996,750000
Cameroon,CMR,1997,760000
Cameroon,CMR,1998,793000
Cameroon,CMR,1999,785000
Cameroon,CMR,2000,741447
Cameroon,CMR,2001,738627
Cameroon,CMR,2002,861456
Cameroon,CMR,2003,912280
Cameroon,CMR,2004,966106
Cameroon,CMR,2005,1050396
Cameroon,CMR,2006,1249489
Cameroon,CMR,2007,1322160
Cameroon,CMR,2008,1394832
Cameroon,CMR,2009,1625213
Cameroon,CMR,2010,1670321
Cameroon,CMR,2011,1572067
Cameroon,CMR,2012,1749976
Cameroon,CMR,2013,1647036
Cameroon,CMR,2014,1959262
Cameroon,CMR,2015,2070572
Cameroon,CMR,2016,2164003
Cameroon,CMR,2017,2247194
Cameroon,CMR,2018,2344665
Canada,CAN,1993,6501200
Canada,CAN,1994,7042900
Canada,CAN,1995,7270900
Canada,CAN,1996,7536400
Canada,CAN,1997,7180000
Canada,CAN,1998,8952400
Canada,CAN,1999,9161300
Canada,CAN,2000,6953700
Canada,CAN,2001,8389200
Canada,CAN,2002,8998800
Canada,CAN,2003,9587300
Canada,CAN,2004,8836800
Canada,CAN,2005,9332200
Canada,CAN,2006,8989800
Canada,CAN,2007,11648700
Canada,CAN,2008,10592000
Canada,CAN,2009,9561200
Canada,CAN,2010,12043300
Canada,CAN,2011,11358700
Canada,CAN,2012,13060100
Canada,CAN,2013,14190700
Canada,CAN,2014,11606400
Canada,CAN,2015,13679500
Canada,CAN,2016,13889000
Canada,CAN,2017,14095300
Canada,CAN,2018,13884800
Chad,TCD,1993,61076
Chad,TCD,1994,158896
Chad,TCD,1995,62537
Chad,TCD,1996,74631
Chad,TCD,1997,99141
Chad,TCD,1998,179999
Chad,TCD,1999,94151
Chad,TCD,2000,64014
Chad,TCD,2001,105295
Chad,TCD,2002,84349
Chad,TCD,2003,117978
Chad,TCD,2004,107422
Chad,TCD,2005,201305
Chad,TCD,2006,183946
Chad,TCD,2007,201257
Chad,TCD,2008,225993
Chad,TCD,2009,209031
Chad,TCD,2010,215797
Chad,TCD,2011,299472
Chad,TCD,2012,455965
Chad,TCD,2013,417986
Chad,TCD,2014,332889
Chad,TCD,2015,349500
Chad,TCD,2016,443779
Chad,TCD,2017,396506
Chad,TCD,2018,437898
Chile,CHL,1993,899496
Chile,CHL,1994,937250
Chile,CHL,1995,942223
Chile,CHL,1996,931572
Chile,CHL,1997,880735
Chile,CHL,1998,943276
Chile,CHL,1999,624037
Chile,CHL,2000,652019
Chile,CHL,2001,778498
Chile,CHL,2002,924211
Chile,CHL,2003,1189729
Chile,CHL,2004,1320606
Chile,CHL,2005,1507766
Chile,CHL,2006,1381894
Chile,CHL,2007,1122648
Chile,CHL,2008,1365408
Chile,CHL,2009,1345649
Chile,CHL,2010,1357921
Chile,CHL,2011,1437561
Chile,CHL,2012,1493292
Chile,CHL,2013,1518545
Chile,CHL,2014,1186127
Chile,CHL,2015,1538755
Chile,CHL,2016,1174487
Chile,CHL,2017,1062589
Chile,CHL,2018,1110608
China,CHN,1993,103109999
China,CHN,1994,99674118
China,CHN,1995,112361571
China,CHN,1996,127865412
China,CHN,1997,104647617
China,CHN,1998,133197612
China,CHN,1999,128287195
China,CHN,2000,106178315
China,CHN,2001,114255995
China,CHN,2002,120188915
China,CHN,2003,115997909
China,CHN,2004,130434297
China,CHN,2005,139498473
China,CHN,2006,151731441
China,CHN,2007,152418870
China,CHN,2008,166032097
China,CHN,2009,164107560
China,CHN,2010,177540788
China,CHN,2011,192904232
China,CHN,2012,205719284
China,CHN,2013,218621905
China,CHN,2014,215812100
China,CHN,2015,265157307
China,CHN,2016,263777750
China,CHN,2017,259256299
China,CHN,2018,257348659
Colombia,COL,1993,1129752
Colombia,COL,1994,1161090
Colombia,COL,1995,1019716
Colombia,COL,1996,966922
Colombia,COL,1997,977911
Colombia,COL,1998,754578
Colombia,COL,1999,971202
Colombia,COL,2000,1204471
Colombia,COL,2001,1191901
Colombia,COL,2002,1263544
Colombia,COL,2003,1513950
Colombia,COL,2004,1623214
Colombia,COL,2005,1588316
Colombia,COL,2006,1531145
Colombia,COL,2007,1733290
Colombia,COL,2008,1726546
Colombia,COL,2009,1560347
Colombia,COL,2010,1421868
Colombia,COL,2011,1719795
Colombia,COL,2012,1872855
Colombia,COL,2013,1779069
Colombia,COL,2014,1803039
Colombia,COL,2015,1471026
Colombia,COL,2016,1295089
Colombia,COL,2017,1329856
Colombia,COL,2018,1388246
Croatia,HRV,1993,1672593
Croatia,HRV,1994,1686922
Croatia,HRV,1995,1735854
Croatia,HRV,1996,1885515
Croatia,HRV,1997,2183144
Croatia,HRV,1998,1982545
Croatia,HRV,1999,2135452
Croatia,HRV,2000,1190238
Croatia,HRV,2001,1733003
Croatia,HRV,2002,1956418
Croatia,HRV,2003,1279617
Croatia,HRV,2004,1931627
Croatia,HRV,2005,2206729
Croatia,HRV,2006,1934517
Croatia,HRV,2007,1424599
Croatia,HRV,2008,2504940
Croatia,HRV,2009,2182521
Croatia,HRV,2010,2067815
Croatia,HRV,2011,1733664
Croatia,HRV,2012,1297590
Croatia,HRV,2013,1874372
Croatia,HRV,2014,2046966
Croatia,HRV,2015,1709152
Croatia,HRV,2016,2154470
Croatia,HRV,2017,1559638
Croatia,HRV,2018,2147275
Czech Republic,CZE,1993,157045
Czech Republic,CZE,1994,91396
Czech Republic,CZE,1995,113274
Czech Republic,CZE,1996,168684
Czech Republic,CZE,1997,285199
Czech Republic,CZE,1998,200562
Czech Republic,CZE,1999,260495
Czech Republic,CZE,2000,303957
Czech Republic,CZE,2001,408653
Czech Republic,CZE,2002,616234
Czech Republic,CZE,2003,476371
Czech Republic,CZE,2004,551628
Czech Republic,CZE,2005,702933
Czech Republic,CZE,2006,606366
Czech Republic,CZE,2007,758781
Czech Republic,CZE,2008,858407
Czech Republic,CZE,2009,889574
Czech Republic,CZE,2010,692589
Czech Republic,CZE,2011,1063736
Czech Republic,CZE,2012,928147
Czech Republic,CZE,2013,675380
Czech Republic,CZE,2014,832235
Czech Republic,CZE,2015,442709
Czech Republic,CZE,2016,845765
Czech Republic,CZE,2017,588105
Czech Republic,CZE,2018,489154
Democratic Republic of Congo,COD,1993,1130190
Democratic Republic of Congo,COD,1994,1184430
Democratic Republic of Congo,COD,1995,1007577
Democratic Republic of Congo,COD,1996,1101130
Democratic Republic of Congo,COD,1997,1167307
Democratic Republic of Congo,COD,1998,1215339
Democratic Republic of Congo,COD,1999,1199000
Democratic Republic of Congo,COD,2000,1184000
Democratic Republic of Congo,COD,2001,1169188
Democratic Republic of Congo,COD,2002,1154570
Democratic Republic of Congo,COD,2003,1154800
Democratic Republic of Congo,COD,2004,1155030
Democratic Republic of Congo,COD,2005,1155260
Democratic Republic of Congo,COD,2006,1155490
Democratic Republic of Congo,COD,2007,1155720
Democratic Republic of Congo,COD,2008,1155950
Democratic Republic of Congo,COD,2009,1156180
Democratic Republic of Congo,COD,2010,1155964
Democratic Republic of Congo,COD,2011,1156106
Democratic Republic of Congo,COD,2012,1938044
Democratic Republic of Congo,COD,2013,1986099
Democratic Republic of Congo,COD,2014,2015345
Democratic Republic of Congo,COD,2015,2039009
Democratic Republic of Congo,COD,2016,2028106
Democratic Republic of Congo,COD,2017,2017170
Democratic Republic of Congo,COD,2018,2078352
Ecuador,ECU,1993,581238
Ecuador,ECU,1994,581401
Ecuador,ECU,1995,557388
Ecuador,ECU,1996,603410
Ecuador,ECU,1997,623481
Ecuador,ECU,1998,382464
Ecuador,ECU,1999,500314
Ecuador,ECU,2000,587516
Ecuador,ECU,2001,337057
Ecuador,ECU,2002,583361
Ecuador,ECU,2003,625424
Ecuador,ECU,2004,785191
Ecuador,ECU,2005,788837
Ecuador,ECU,2006,733627
Ecuador,ECU,2007,944952
Ecuador,ECU,2008,804503
Ecuador,ECU,2009,811386
Ecuador,ECU,2010,984096
Ecuador,ECU,2011,963262
Ecuador,ECU,2012,1329532
Ecuador,ECU,2013,1177182
Ecuador,ECU,2014,1667704
Ecuador,ECU,2015,1873525
Ecuador,ECU,2016,1091108
Ecuador,ECU,2017,1436106
Ecuador,ECU,2018,1324147
Egypt,EGY,1993,5039080
Egypt,EGY,1994,5112000
Egypt,EGY,1995,4535175
Egypt,EGY,1996,5165338
Egypt,EGY,1997,5806070
Egypt,EGY,1998,6336802
Egypt,EGY,1999,6143360
Egypt,EGY,2000,6474450
Egypt,EGY,2001,6093578
Egypt,EGY,2002,6430962
Egypt,EGY,2003,6530427
Egypt,EGY,2004,6236140
Egypt,EGY,2005,7085190
Egypt,EGY,2006,6374300
Egypt,EGY,2007,6243220
Egypt,EGY,2008,7401412
Egypt,EGY,2009,7686091
Egypt,EGY,2010,7041099
Egypt,EGY,2011,6876473
Egypt,EGY,2012,8093646
Egypt,EGY,2013,7956593
Egypt,EGY,2014,8059906
Egypt,EGY,2015,7803183
Egypt,EGY,2016,7817640
Egypt,EGY,2017,8542635
Egypt,EGY,2018,7300000
Eritrea,ERI,1993,5540
Eritrea,ERI,1994,18530
Eritrea,ERI,1995,5350
Eritrea,ERI,1996,6759
Eritrea,ERI,1997,6406
Eritrea,ERI,1998,28986
Eritrea,ERI,1999,15900
Eritrea,ERI,2000,5315
Eritrea,ERI,2001,9051
Eritrea,ERI,2002,3008
Eritrea,ERI,2003,4456
Eritrea,ERI,2004,2291
Eritrea,ERI,2005,13581
Eritrea,ERI,2006,28404
Eritrea,ERI,2007,13686
Eritrea,ERI,2008,4148
Eritrea,ERI,2009,16652
Eritrea,ERI,2010,18000
Eritrea,ERI,2011,20000
Eritrea,ERI,2012,22000
Eritrea,ERI,2013,20000
Eritrea,ERI,2014,18000
Eritrea,ERI,2015,20000
Eritrea,ERI,2016,20000
Eritrea,ERI,2017,20000
Eritrea,ERI,2018,19914
Ethiopia,ETH,1993,1455920
Ethiopia,ETH,1994,1396230
Ethiopia,ETH,1995,1989700
Ethiopia,ETH,1996,3164180
Ethiopia,ETH,1997,2986500
Ethiopia,ETH,1998,2344300
Ethiopia,ETH,1999,2832070
Ethiopia,ETH,2000,2682940
Ethiopia,ETH,2001,3298330
Ethiopia,ETH,2002,2825555
Ethiopia,ETH,2003,2743880
Ethiopia,ETH,2004,2906314
Ethiopia,ETH,2005,3911869
Ethiopia,ETH,2006,4029630
Ethiopia,ETH,2007,3336795
Ethiopia,ETH,2008,3776440
Ethiopia,ETH,2009,3897163
Ethiopia,ETH,2010,4986125
Ethiopia,ETH,2011,6069413
Ethiopia,ETH,2012,6158318
Ethiopia,ETH,2013,6491540
Ethiopia,ETH,2014,7234955
Ethiopia,ETH,2015,7882444
Ethiopia,ETH,2016,7847175
Ethiopia,ETH,2017,8006613
Ethiopia,ETH,2018,7360201
France,FRA,1993,14726035
France,FRA,1994,12816279
France,FRA,1995,12583866
France,FRA,1996,14318928
France,FRA,1997,16534988
France,FRA,1998,14885495
France,FRA,1999,15354735
France,FRA,2000,16018168
France,FRA,2001,16420735
France,FRA,2002,16418383
France,FRA,2003,12045464
France,FRA,2004,16375868
France,FRA,2005,13689322
France,FRA,2006,12903719
France,FRA,2007,14505519
France,FRA,2008,16037988
France,FRA,2009,15513841
France,FRA,2010,13975285
France,FRA,2011,15914121
France,FRA,2012,15393497
France,FRA,2013,15041226
France,FRA,2014,18343320
France,FRA,2015,13716048
France,FRA,2016,11839729
France,FRA,2017,14534897
France,FRA,2018,12667393
Georgia,GEO,1993,242800
Georgia,GEO,1994,342800
Georgia,GEO,1995,386500
Georgia,GEO,1996,490900
Georgia,GEO,1997,546300
Georgia,GEO,1998,420220
Georgia,GEO,1999,490491
Georgia,GEO,2000,295911
Georgia,GEO,2001,288562
Georgia,GEO,2002,400066
Georgia,GEO,2003,461866
Georgia,GEO,2004,410613
Georgia,GEO,2005,421347
Georgia,GEO,2006,217400
Georgia,GEO,2007,295800
Georgia,GEO,2008,328200
Georgia,GEO,2009,291000
Georgia,GEO,2010,141100
Georgia,GEO,2011,269600
Georgia,GEO,2012,267000
Georgia,GEO,2013,363900
Georgia,GEO,2014,291600
Georgia,GEO,2015,184600
Georgia,GEO,2016,243700
Georgia,GEO,2017,142500
Georgia,GEO,2018,194200
Germany,DEU,1993,2656450
Germany,DEU,1994,2445993
Germany,DEU,1995,2394565
Germany,DEU,1996,2912620
Germany,DEU,1997,3188356
Germany,DEU,1998,2781464
Germany,DEU,1999,3256916
Germany,DEU,2000,3324018
Germany,DEU,2001,3504514
Germany,DEU,2002,3738448
Germany,DEU,2003,3421642
Germany,DEU,2004,4199857
Germany,DEU,2005,4082700
Germany,DEU,2006,3220300
Germany,DEU,2007,3809320
Germany,DEU,2008,5105861
Germany,DEU,2009,4527228
Germany,DEU,2010,4211501
