Country,Code,Year,Maize_Prod_Tones
Paraguay,PRY,2002,867270
Paraguay,PRY,2003,1055536
Paraguay,PRY,2004,1120000
Paraguay,PRY,2005,830000
Paraguay,PRY,2006,1652688
Paraguay,PRY,2007,2008943
Paraguay,PRY,2008,2471711
Paraguay,PRY,2009,1857840
Paraguay,PRY,2010,3108821
Paraguay,PRY,2011,3345877
Paraguay,PRY,2012,3079525
Paraguay,PRY,2013,4120000
Paraguay,PRY,2014,3200000
Paraguay,PRY,2015,4985881
Paraguay,PRY,2016,5152320
Paraguay,PRY,2017,5155900
Paraguay,PRY,2018,5344650
Peru,PER,1993,772382
Peru,PER,1994,725069
Peru,PER,1995,715188
Peru,PER,1996,1013192
Peru,PER,1997,833360
Peru,PER,1998,939079
Peru,PER,1999,1057020
Peru,PER,2000,1240969
Peru,PER,2001,1310920
Peru,PER,2002,1290862
Peru,PER,2003,1353812
Peru,PER,2004,1200047
Peru,PER,2005,1240780
Peru,PER,2006,1268975
Peru,PER,2007,1368244
Peru,PER,2008,1480896
Peru,PER,2009,1559745
Peru,PER,2010,1541195
Peru,PER,2011,1515774
Peru,PER,2012,1673874
Peru,PER,2013,1670470
Peru,PER,2014,1529636
Peru,PER,2015,1746428
Peru,PER,2016,1509809
Peru,PER,2017,1523469
Peru,PER,2018,1569535
Poland,POL,1993,289832
Poland,POL,1994,189024
Poland,POL,1995,238831
Poland,POL,1996,350041
Poland,POL,1997,416516
Poland,POL,1998,496363
Poland,POL,1999,599362
Poland,POL,2000,923341
Poland,POL,2001,1361938
Poland,POL,2002,1961980
Poland,POL,2003,1883677
Poland,POL,2004,2344027
Poland,POL,2005,1945402
Poland,POL,2006,1260657
Poland,POL,2007,1722297
Poland,POL,2008,1844440
Poland,POL,2009,1706600
Poland,POL,2010,1994391
Poland,POL,2011,2392100
Poland,POL,2012,3995900
Poland,POL,2013,4039700
Poland,POL,2014,4468403
Poland,POL,2015,3156212
Poland,POL,2016,4342910
Poland,POL,2017,4021592
Poland,POL,2018,3864028
Portugal,PRT,1993,668472
Portugal,PRT,1994,711432
Portugal,PRT,1995,714627
Portugal,PRT,1996,789290
Portugal,PRT,1997,863410
Portugal,PRT,1998,980922
Portugal,PRT,1999,934104
Portugal,PRT,2000,881589
Portugal,PRT,2001,912143
Portugal,PRT,2002,802707
Portugal,PRT,2003,803897
Portugal,PRT,2004,794819
Portugal,PRT,2005,514415
Portugal,PRT,2006,542620
Portugal,PRT,2007,616917
Portugal,PRT,2008,701606
Portugal,PRT,2009,634069
Portugal,PRT,2010,626222
Portugal,PRT,2011,810267
Portugal,PRT,2012,848666
Portugal,PRT,2013,929538
Portugal,PRT,2014,896995
Portugal,PRT,2015,827544
Portugal,PRT,2016,710634
Portugal,PRT,2017,745123
Portugal,PRT,2018,713860
Qatar,QAT,1993,190
Qatar,QAT,1994,335
Qatar,QAT,1995,390
Qatar,QAT,1996,817
Qatar,QAT,1997,905
Qatar,QAT,1998,858
Qatar,QAT,1999,1209
Qatar,QAT,2000,1790
Qatar,QAT,2001,1466
Qatar,QAT,2002,1670
Qatar,QAT,2003,1466
Qatar,QAT,2004,1162
Qatar,QAT,2005,836
Qatar,QAT,2006,830
Qatar,QAT,2007,1270
Qatar,QAT,2008,1270
Qatar,QAT,2009,1350
Qatar,QAT,2010,1868
Qatar,QAT,2011,1130
Qatar,QAT,2012,1174
Qatar,QAT,2013,1211
Qatar,QAT,2014,1729
Qatar,QAT,2015,876
Qatar,QAT,2016,574
Qatar,QAT,2017,645
Qatar,QAT,2018,1866
Romania,ROU,1993,7987450
Romania,ROU,1994,9343224
Romania,ROU,1995,9923132
Romania,ROU,1996,9607944
Romania,ROU,1997,12686700
Romania,ROU,1998,8623370
Romania,ROU,1999,10934815
Romania,ROU,2000,4897603
Romania,ROU,2001,9119194
Romania,ROU,2002,8399779
Romania,ROU,2003,9576985
Romania,ROU,2004,14541564
Romania,ROU,2005,10388499
Romania,ROU,2006,8984729
Romania,ROU,2007,3853918
Romania,ROU,2008,7849083
Romania,ROU,2009,7973258
Romania,ROU,2010,9042032
Romania,ROU,2011,11717591
Romania,ROU,2012,5953352
Romania,ROU,2013,11305095
Romania,ROU,2014,11988553
Romania,ROU,2015,9021403
Romania,ROU,2016,10746387
Romania,ROU,2017,14326097
Romania,ROU,2018,18663939
Russia,RUS,1993,2441080
Russia,RUS,1994,891950
Russia,RUS,1995,1738440
Russia,RUS,1996,1081038
Russia,RUS,1997,2652012
Russia,RUS,1998,799940
Russia,RUS,1999,1033569
Russia,RUS,2000,1489399
Russia,RUS,2001,808360
Russia,RUS,2002,1499425
Russia,RUS,2003,2030896
Russia,RUS,2004,3372956
Russia,RUS,2005,3060164
Russia,RUS,2006,3510351
Russia,RUS,2007,3798020
Russia,RUS,2008,6682300
Russia,RUS,2009,3963433
Russia,RUS,2010,3084351
Russia,RUS,2011,6962438
Russia,RUS,2012,8212924
Russia,RUS,2013,11634943
Russia,RUS,2014,11332138
Russia,RUS,2015,13173296
Russia,RUS,2016,15281594
Russia,RUS,2017,13208095
Russia,RUS,2018,11419020
Rwanda,RWA,1993,87000
Rwanda,RWA,1994,67000
Rwanda,RWA,1995,56000
Rwanda,RWA,1996,66595
Rwanda,RWA,1997,83427
Rwanda,RWA,1998,58618
Rwanda,RWA,1999,54912
Rwanda,RWA,2000,62501
Rwanda,RWA,2001,80979
Rwanda,RWA,2002,91686
Rwanda,RWA,2003,78886
Rwanda,RWA,2004,88209
Rwanda,RWA,2005,97251
Rwanda,RWA,2006,96662
Rwanda,RWA,2007,101659
Rwanda,RWA,2008,166853
Rwanda,RWA,2009,286946
Rwanda,RWA,2010,432404
Rwanda,RWA,2011,525679
Rwanda,RWA,2012,573038
Rwanda,RWA,2013,667833
Rwanda,RWA,2014,583096
Rwanda,RWA,2015,370140
Rwanda,RWA,2016,374267
Rwanda,RWA,2017,358417
Rwanda,RWA,2018,410280
Saudi Arabia,SAU,1993,5529
Saudi Arabia,SAU,1994,5765
Saudi Arabia,SAU,1995,6450
Saudi Arabia,SAU,1996,6576
Saudi Arabia,SAU,1997,5843
Saudi Arabia,SAU,1998,6566
Saudi Arabia,SAU,1999,4119
Saudi Arabia,SAU,2000,40607
Saudi Arabia,SAU,2001,19920
Saudi Arabia,SAU,2002,29455
Saudi Arabia,SAU,2003,35876
Saudi Arabia,SAU,2004,53538
Saudi Arabia,SAU,2005,90634
Saudi Arabia,SAU,2006,125887
Saudi Arabia,SAU,2007,135000
Saudi Arabia,SAU,2008,163446
Saudi Arabia,SAU,2009,161479
Saudi Arabia,SAU,2010,79384
Saudi Arabia,SAU,2011,91747
Saudi Arabia,SAU,2012,93377
Saudi Arabia,SAU,2013,95356
Saudi Arabia,SAU,2014,13401
Saudi Arabia,SAU,2015,13040
Saudi Arabia,SAU,2016,14768
Saudi Arabia,SAU,2017,15079
Saudi Arabia,SAU,2018,15394
Slovakia,SVK,1993,673714
Slovakia,SVK,1994,520856
Slovakia,SVK,1995,596609
Slovakia,SVK,1996,749978
Slovakia,SVK,1997,818728
Slovakia,SVK,1998,637446
Slovakia,SVK,1999,779287
Slovakia,SVK,2000,440365
Slovakia,SVK,2001,616041
Slovakia,SVK,2002,756626
Slovakia,SVK,2003,601440
Slovakia,SVK,2004,862435
Slovakia,SVK,2005,1074040
Slovakia,SVK,2006,838326
Slovakia,SVK,2007,623907
Slovakia,SVK,2008,1260616
Slovakia,SVK,2009,988053
Slovakia,SVK,2010,921313
Slovakia,SVK,2011,1444358
Slovakia,SVK,2012,1170354
Slovakia,SVK,2013,1123313
Slovakia,SVK,2014,1814113
Slovakia,SVK,2015,929233
Slovakia,SVK,2016,1710178
Slovakia,SVK,2017,1066188
Slovakia,SVK,2018,1515834
Slovenia,SVN,1993,238256
Slovenia,SVN,1994,311949
Slovenia,SVN,1995,296302
Slovenia,SVN,1996,296875
Slovenia,SVN,1997,355285
Slovenia,SVN,1998,333456
Slovenia,SVN,1999,308000
Slovenia,SVN,2000,282393
Slovenia,SVN,2001,257546
Slovenia,SVN,2002,371365
Slovenia,SVN,2003,224223
Slovenia,SVN,2004,357621
Slovenia,SVN,2005,351168
Slovenia,SVN,2006,276106
Slovenia,SVN,2007,308259
Slovenia,SVN,2008,319902
Slovenia,SVN,2009,302600
Slovenia,SVN,2010,311117
Slovenia,SVN,2011,349030
Slovenia,SVN,2012,277358
Slovenia,SVN,2013,226634
Slovenia,SVN,2014,350583
Slovenia,SVN,2015,338712
Slovenia,SVN,2016,346211
Slovenia,SVN,2017,272177
Slovenia,SVN,2018,350489
Somalia,SOM,1993,79000
Somalia,SOM,1994,150360
Somalia,SOM,1995,146000
Somalia,SOM,1996,142000
Somalia,SOM,1997,133706
Somalia,SOM,1998,135665
Somalia,SOM,1999,165615
Somalia,SOM,2000,265930
Somalia,SOM,2001,287500
Somalia,SOM,2002,287500
Somalia,SOM,2003,268860
Somalia,SOM,2004,202470
Somalia,SOM,2005,200000
Somalia,SOM,2006,100000
Somalia,SOM,2007,100000
Somalia,SOM,2008,100000
Somalia,SOM,2009,128923
Somalia,SOM,2010,132627
Somalia,SOM,2011,65126
Somalia,SOM,2012,145128
Somalia,SOM,2013,149497
Somalia,SOM,2014,110556
Somalia,SOM,2015,106636
Somalia,SOM,2016,63251
Somalia,SOM,2017,65000
Somalia,SOM,2018,138716
South Africa,ZAF,1993,9997000
South Africa,ZAF,1994,13275000
South Africa,ZAF,1995,4866000
South Africa,ZAF,1996,10171000
South Africa,ZAF,1997,10136000
South Africa,ZAF,1998,7693000
South Africa,ZAF,1999,7946000
South Africa,ZAF,2000,11431183
South Africa,ZAF,2001,7772000
South Africa,ZAF,2002,10076000
South Africa,ZAF,2003,9705000
South Africa,ZAF,2004,9710070
South Africa,ZAF,2005,11715948
South Africa,ZAF,2006,6935056
South Africa,ZAF,2007,7125000
South Africa,ZAF,2008,12700000
South Africa,ZAF,2009,12050000
South Africa,ZAF,2010,12815000
South Africa,ZAF,2011,10360000
South Africa,ZAF,2012,12120656
South Africa,ZAF,2013,11810600
South Africa,ZAF,2014,14250000
South Africa,ZAF,2015,9955000
South Africa,ZAF,2016,7778500
South Africa,ZAF,2017,16820000
South Africa,ZAF,2018,12510000
South Korea,KOR,1993,82107
South Korea,KOR,1994,88578
South Korea,KOR,1995,74465
South Korea,KOR,1996,72168
South Korea,KOR,1997,86763
South Korea,KOR,1998,80203
South Korea,KOR,1999,79333
South Korea,KOR,2000,64205
South Korea,KOR,2001,57218
South Korea,KOR,2002,73223
South Korea,KOR,2003,70242
South Korea,KOR,2004,77616
South Korea,KOR,2005,73470
South Korea,KOR,2006,64623
South Korea,KOR,2007,83513
South Korea,KOR,2008,92830
South Korea,KOR,2009,76975
South Korea,KOR,2010,74339
South Korea,KOR,2011,73612
South Korea,KOR,2012,83210
South Korea,KOR,2013,80465
South Korea,KOR,2014,82008
South Korea,KOR,2015,78243
South Korea,KOR,2016,73681
South Korea,KOR,2017,72587
South Korea,KOR,2018,74368
Spain,ESP,1993,1632929
Spain,ESP,1994,2343600
Spain,ESP,1995,2590400
Spain,ESP,1996,3751000
Spain,ESP,1997,4451502
Spain,ESP,1998,4349100
Spain,ESP,1999,3768600
Spain,ESP,2000,3991752
Spain,ESP,2001,4981901
Spain,ESP,2002,4425373
Spain,ESP,2003,4338700
Spain,ESP,2004,4831147
Spain,ESP,2005,3981370
Spain,ESP,2006,3355722
Spain,ESP,2007,3610937
Spain,ESP,2008,3628600
Spain,ESP,2009,3515617
Spain,ESP,2010,3324821
Spain,ESP,2011,4199927
Spain,ESP,2012,4262116
Spain,ESP,2013,4885000
Spain,ESP,2014,4776190
Spain,ESP,2015,4564416
Spain,ESP,2016,4069508
Spain,ESP,2017,3775645
Spain,ESP,2018,3842519
Swaziland,SWZ,1993,83815
Swaziland,SWZ,1994,83657
Swaziland,SWZ,1995,149190
Swaziland,SWZ,1996,119028
Swaziland,SWZ,1997,137726
Swaziland,SWZ,1998,118074
Swaziland,SWZ,1999,124057
Swaziland,SWZ,2000,112779
Swaziland,SWZ,2001,82536
Swaziland,SWZ,2002,67639
Swaziland,SWZ,2003,69273
Swaziland,SWZ,2004,68087
Swaziland,SWZ,2005,74540
Swaziland,SWZ,2006,67127
Swaziland,SWZ,2007,26170
Swaziland,SWZ,2008,60012
Swaziland,SWZ,2009,75068
Swaziland,SWZ,2010,84685
Swaziland,SWZ,2011,75418
Swaziland,SWZ,2012,81934
Swaziland,SWZ,2013,118871
Swaziland,SWZ,2014,87195
Swaziland,SWZ,2015,83410
Swaziland,SWZ,2016,87170
Swaziland,SWZ,2017,89936
Swaziland,SWZ,2018,91247
Switzerland,CHE,1993,186916
Switzerland,CHE,1994,249434
Switzerland,CHE,1995,218132
Switzerland,CHE,1996,196500
Switzerland,CHE,1997,187727
Switzerland,CHE,1998,191813
Switzerland,CHE,1999,192338
Switzerland,CHE,2000,212400
Switzerland,CHE,2001,217600
Switzerland,CHE,2002,189000
Switzerland,CHE,2003,90700
Switzerland,CHE,2004,180900
Switzerland,CHE,2005,198900
Switzerland,CHE,2006,152400
Switzerland,CHE,2007,177600
Switzerland,CHE,2008,170699
Switzerland,CHE,2009,174035
Switzerland,CHE,2010,143502
Switzerland,CHE,2011,178000
Switzerland,CHE,2012,175000
Switzerland,CHE,2013,153000
Switzerland,CHE,2014,169000
Switzerland,CHE,2015,113000
Switzerland,CHE,2016,144406
Switzerland,CHE,2017,162454
Switzerland,CHE,2018,134834
Syria,SYR,1993,200005
Syria,SYR,1994,203200
Syria,SYR,1995,199000
Syria,SYR,1996,250000
Syria,SYR,1997,303260
Syria,SYR,1998,285009
Syria,SYR,1999,181000
Syria,SYR,2000,190504
Syria,SYR,2001,215663
Syria,SYR,2002,231888
Syria,SYR,2003,226680
Syria,SYR,2004,210166
Syria,SYR,2005,187200
Syria,SYR,2006,158930
Syria,SYR,2007,177036
Syria,SYR,2008,281300
Syria,SYR,2009,183255
Syria,SYR,2010,133100
Syria,SYR,2011,298368
Syria,SYR,2012,257684
Syria,SYR,2013,109145
Syria,SYR,2014,67080
Syria,SYR,2015,144636
Syria,SYR,2016,181949
Syria,SYR,2017,185780
Syria,SYR,2018,185145
Taiwan,TWN,1993,405999
Taiwan,TWN,1994,397118
Taiwan,TWN,1995,375571
Taiwan,TWN,1996,395412
Taiwan,TWN,1997,337617
Taiwan,TWN,1998,243612
Taiwan,TWN,1999,201195
Taiwan,TWN,2000,178315
Taiwan,TWN,2001,165995
Taiwan,TWN,2002,188915
Taiwan,TWN,2003,167909
Taiwan,TWN,2004,144297
Taiwan,TWN,2005,133473
Taiwan,TWN,2006,128433
Taiwan,TWN,2007,118870
Taiwan,TWN,2008,118097
Taiwan,TWN,2009,133560
Taiwan,TWN,2010,115788
Taiwan,TWN,2011,123232
Taiwan,TWN,2012,105184
Taiwan,TWN,2013,132905
Taiwan,TWN,2014,165800
Taiwan,TWN,2015,165307
Taiwan,TWN,2016,164750
Taiwan,TWN,2017,185299
Taiwan,TWN,2018,174759
Tajikistan,TJK,1993,33500
Tajikistan,TJK,1994,18000
Tajikistan,TJK,1995,19372
Tajikistan,TJK,1996,90047
Tajikistan,TJK,1997,30306
Tajikistan,TJK,1998,35511
Tajikistan,TJK,1999,35707
Tajikistan,TJK,2000,37762
Tajikistan,TJK,2001,34296
Tajikistan,TJK,2002,55379
Tajikistan,TJK,2003,94850
Tajikistan,TJK,2004,112954
Tajikistan,TJK,2005,155813
Tajikistan,TJK,2006,138885
Tajikistan,TJK,2007,130075
Tajikistan,TJK,2008,136428
Tajikistan,TJK,2009,142515
Tajikistan,TJK,2010,151061
Tajikistan,TJK,2011,154881
Tajikistan,TJK,2012,174857
Tajikistan,TJK,2013,175357
Tajikistan,TJK,2014,194194
Tajikistan,TJK,2015,200519
Tajikistan,TJK,2016,208113
Tajikistan,TJK,2017,218448
Tajikistan,TJK,2018,237355
Tanzania,TZA,1993,2282200
Tanzania,TZA,1994,1485800
Tanzania,TZA,1995,2874400
Tanzania,TZA,1996,2822000
Tanzania,TZA,1997,1831200
Tanzania,TZA,1998,2684600
Tanzania,TZA,1999,2420940
Tanzania,TZA,2000,1965400
Tanzania,TZA,2001,2652810
Tanzania,TZA,2002,4408420
Tanzania,TZA,2003,2613970
Tanzania,TZA,2004,4651370
Tanzania,TZA,2005,3131610
Tanzania,TZA,2006,3423020
Tanzania,TZA,2007,3659000
Tanzania,TZA,2008,5440710
Tanzania,TZA,2009,3326200
Tanzania,TZA,2010,4733070
Tanzania,TZA,2011,4340823
Tanzania,TZA,2012,5104248
Tanzania,TZA,2013,5356350
Tanzania,TZA,2014,6737197
Tanzania,TZA,2015,5902776
Tanzania,TZA,2016,5862927
Tanzania,TZA,2017,5918296
Tanzania,TZA,2018,5986905
Thailand,THA,1993,3328228
Thailand,THA,1994,3965339
Thailand,THA,1995,4154518
Thailand,THA,1996,4532610
Thailand,THA,1997,3831647
Thailand,THA,1998,4617455
Thailand,THA,1999,4286440
Thailand,THA,2000,4472903
Thailand,THA,2001,4496960
Thailand,THA,2002,4259289
Thailand,THA,2003,4248989
Thailand,THA,2004,4341474
Thailand,THA,2005,4093634
Thailand,THA,2006,3918332
Thailand,THA,2007,3890218
Thailand,THA,2008,4249354
Thailand,THA,2009,4616119
Thailand,THA,2010,4860746
Thailand,THA,2011,4972952
Thailand,THA,2012,4947530
Thailand,THA,2013,4876180
Thailand,THA,2014,4804670
Thailand,THA,2015,4729527
Thailand,THA,2016,4814560
Thailand,THA,2017,4958699
Thailand,THA,2018,5004125
Turkey,TUR,1993,2500000
Turkey,TUR,1994,1850000
Turkey,TUR,1995,1900000
Turkey,TUR,1996,2000000
Turkey,TUR,1997,2080000
Turkey,TUR,1998,2300000
Turkey,TUR,1999,2297000
Turkey,TUR,2000,2300000
Turkey,TUR,2001,2200000
Turkey,TUR,2002,2100000
Turkey,TUR,2003,2800000
Turkey,TUR,2004,3000000
Turkey,TUR,2005,4200000
Turkey,TUR,2006,3811000
Turkey,TUR,2007,3535000
Turkey,TUR,2008,4274000
Turkey,TUR,2009,4250000
Turkey,TUR,2010,4310000
Turkey,TUR,2011,4200000
Turkey,TUR,2012,4600000
Turkey,TUR,2013,5900000
Turkey,TUR,2014,5950000
Turkey,TUR,2015,6400000
Turkey,TUR,2016,6400000
Turkey,TUR,2017,5900000
Turkey,TUR,2018,5700000
Turkmenistan,TKM,1993,214000
Turkmenistan,TKM,1994,150000
Turkmenistan,TKM,1995,121450
Turkmenistan,TKM,1996,14800
Turkmenistan,TKM,1997,5300
Turkmenistan,TKM,1998,7800
Turkmenistan,TKM,1999,8200
Turkmenistan,TKM,2000,9700
Turkmenistan,TKM,2001,10000
Turkmenistan,TKM,2002,15000
Turkmenistan,TKM,2003,20000
Turkmenistan,TKM,2004,15000
Turkmenistan,TKM,2005,16000
Turkmenistan,TKM,2006,16000
Turkmenistan,TKM,2007,2600
Turkmenistan,TKM,2008,2750
Turkmenistan,TKM,2009,5440
Turkmenistan,TKM,2010,5610
Turkmenistan,TKM,2011,5510
Turkmenistan,TKM,2012,48000
Turkmenistan,TKM,2013,52000
Turkmenistan,TKM,2014,50000
Turkmenistan,TKM,2015,51000
Turkmenistan,TKM,2016,50000
Turkmenistan,TKM,2017,50333
Turkmenistan,TKM,2018,40000
Uganda,UGA,1993,804000
Uganda,UGA,1994,850000
Uganda,UGA,1995,913000
Uganda,UGA,1996,759000
Uganda,UGA,1997,740000
Uganda,UGA,1998,924000
Uganda,UGA,1999,1053000
Uganda,UGA,2000,1096000
Uganda,UGA,2001,1174000
Uganda,UGA,2002,1217000
Uganda,UGA,2003,1300000
Uganda,UGA,2004,1080000
Uganda,UGA,2005,1237000
Uganda,UGA,2006,1258029
Uganda,UGA,2007,1261803
Uganda,UGA,2008,2314909
Uganda,UGA,2009,2354664
Uganda,UGA,2010,2373501
Uganda,UGA,2011,2551000
Uganda,UGA,2012,2734000
Uganda,UGA,2013,2748000
Uganda,UGA,2014,2763000
Uganda,UGA,2015,2647453
Uganda,UGA,2016,2670203
Uganda,UGA,2017,2991835
Uganda,UGA,2018,2964017
Ukraine,UKR,1993,3786000
Ukraine,UKR,1994,1539400
Ukraine,UKR,1995,3391800
Ukraine,UKR,1996,1837000
Ukraine,UKR,1997,5339500
Ukraine,UKR,1998,2300800
Ukraine,UKR,1999,1736900
Ukraine,UKR,2000,3848100
Ukraine,UKR,2001,3640700
Ukraine,UKR,2002,4180300
Ukraine,UKR,2003,6875100
Ukraine,UKR,2004,8866800
Ukraine,UKR,2005,7166600
Ukraine,UKR,2006,6425600
Ukraine,UKR,2007,7421100
Ukraine,UKR,2008,11446800
Ukraine,UKR,2009,10486300
Ukraine,UKR,2010,11953000
Ukraine,UKR,2011,22837900
Ukraine,UKR,2012,20961300
Ukraine,UKR,2013,30949550
Ukraine,UKR,2014,28496810
Ukraine,UKR,2015,23327570
Ukraine,UKR,2016,28074610
Ukraine,UKR,2017,24668750
Ukraine,UKR,2018,35801050
United Arab Emirates,ARE,1993,3727
United Arab Emirates,ARE,1994,3900
United Arab Emirates,ARE,1995,4000
United Arab Emirates,ARE,1996,4100
United Arab Emirates,ARE,1997,4200
United Arab Emirates,ARE,1998,3949
United Arab Emirates,ARE,1999,3835
United Arab Emirates,ARE,2000,3673
United Arab Emirates,ARE,2001,3484
United Arab Emirates,ARE,2002,3018
United Arab Emirates,ARE,2003,2358
United Arab Emirates,ARE,2004,2190
United Arab Emirates,ARE,2005,2133
United Arab Emirates,ARE,2006,2191
United Arab Emirates,ARE,2007,1733
United Arab Emirates,ARE,2008,2243
United Arab Emirates,ARE,2009,3278
United Arab Emirates,ARE,2010,5226
United Arab Emirates,ARE,2011,4590
United Arab Emirates,ARE,2012,3779
United Arab Emirates,ARE,2013,772
United Arab Emirates,ARE,2014,2580
United Arab Emirates,ARE,2015,3695
United Arab Emirates,ARE,2016,5988
United Arab Emirates,ARE,2017,17143
United Arab Emirates,ARE,2018,8942
United States,USA,1993,160985760
United States,USA,1994,255294970
United States,USA,1995,187969950
United States,USA,1996,234517750
United States,USA,1997,233864300
United States,USA,1998,247882020
United States,USA,1999,239548580
United States,USA,2000,251853900
United States,USA,2001,241376650
United States,USA,2002,227766880
United States,USA,2003,256229020
United States,USA,2004,299875570
United States,USA,2005,282262550
United States,USA,2006,267502850
United States,USA,2007,331177280
United States,USA,2008,305911450
United States,USA,2009,331921050
United States,USA,2010,315617920
United States,USA,2011,312788890
United States,USA,2012,273192400
United States,USA,2013,351271870
United States,USA,2014,361091140
United States,USA,2015,345486340
United States,USA,2016,412262180
United States,USA,2017,397602890
United States,USA,2018,392450840
Uruguay,URY,1993,138400
Uruguay,URY,1994,89700
Uruguay,URY,1995,117000
Uruguay,URY,1996,128100
Uruguay,URY,1997,162100
Uruguay,URY,1998,203300
Uruguay,URY,1999,242500
Uruguay,URY,2000,64700
Uruguay,URY,2001,266800
Uruguay,URY,2002,163400
Uruguay,URY,2003,178500
Uruguay,URY,2004,223000
Uruguay,URY,2005,251000
Uruguay,URY,2006,205000
Uruguay,URY,2007,337763
Uruguay,URY,2008,334700
Uruguay,URY,2009,269800
Uruguay,URY,2010,529100
Uruguay,URY,2011,286200
Uruguay,URY,2012,528000
Uruguay,URY,2013,692600
Uruguay,URY,2014,564500
Uruguay,URY,2015,479000
Uruguay,URY,2016,471000
Uruguay,URY,2017,309000
Uruguay,URY,2018,816000
Uzbekistan,UZB,1993,403300
Uzbekistan,UZB,1994,275900
Uzbekistan,UZB,1995,185500
Uzbekistan,UZB,1996,137200
Uzbekistan,UZB,1997,136700
Uzbekistan,UZB,1998,123800
Uzbekistan,UZB,1999,167900
Uzbekistan,UZB,2000,130600
Uzbekistan,UZB,2001,141300
Uzbekistan,UZB,2002,147100
Uzbekistan,UZB,2003,146300
Uzbekistan,UZB,2004,156400
Uzbekistan,UZB,2005,164340
Uzbekistan,UZB,2006,194228
Uzbekistan,UZB,2007,207400
Uzbekistan,UZB,2008,230800
Uzbekistan,UZB,2009,230800
Uzbekistan,UZB,2010,231600
Uzbekistan,UZB,2011,256289
Uzbekistan,UZB,2012,328090
Uzbekistan,UZB,2013,360112
Uzbekistan,UZB,2014,411630
Uzbekistan,UZB,2015,439551
Uzbekistan,UZB,2016,491919
Uzbekistan,UZB,2017,389427
Uzbekistan,UZB,2018,413165
Venezuela,VEN,1993,987784
Venezuela,VEN,1994,1094495
Venezuela,VEN,1995,1166732
Venezuela,VEN,1996,1033292
Venezuela,VEN,1997,1199219
Venezuela,VEN,1998,983121
Venezuela,VEN,1999,1149450
Venezuela,VEN,2000,1689551
Venezuela,VEN,2001,1801061
Venezuela,VEN,2002,1392029
Venezuela,VEN,2003,1823237
Venezuela,VEN,2004,2126256
Venezuela,VEN,2005,2193460
Venezuela,VEN,2006,2336834
Venezuela,VEN,2007,2570869
Venezuela,VEN,2008,2638010
Venezuela,VEN,2009,2183345
Venezuela,VEN,2010,2372452
Venezuela,VEN,2011,2033934
Venezuela,VEN,2012,2107861
Venezuela,VEN,2013,2457263
Venezuela,VEN,2014,2306741
Venezuela,VEN,2015,1439875
Venezuela,VEN,2016,1465379
Venezuela,VEN,2017,1050000
Venezuela,VEN,2018,1318418
Yemen,YEM,1993,74687
Yemen,YEM,1994,69102
Yemen,YEM,1995,57925
Yemen,YEM,1996,50384
Yemen,YEM,1997,52378
Yemen,YEM,1998,61842
Yemen,YEM,1999,47077
Yemen,YEM,2000,47625
Yemen,YEM,2001,50373
Yemen,YEM,2002,41169
Yemen,YEM,2003,32841
Yemen,YEM,2004,32410
Yemen,YEM,2005,31108
Yemen,YEM,2006,65890
Yemen,YEM,2007,86600
Yemen,YEM,2008,65813
Yemen,YEM,2009,56087
Yemen,YEM,2010,89454
Yemen,YEM,2011,67367
Yemen,YEM,2012,78534
Yemen,YEM,2013,75177
Yemen,YEM,2014,65331
Yemen,YEM,2015,42465
Yemen,YEM,2016,36892
Yemen,YEM,2017,36887
Yemen,YEM,2018,42986
Zambia,ZMB,1993,1597767
Zambia,ZMB,1994,1020749
Zambia,ZMB,1995,737835
Zambia,ZMB,1996,1409485
Zambia,ZMB,1997,960188
Zambia,ZMB,1998,638134
Zambia,ZMB,1999,822056
Zambia,ZMB,2000,1040000
Zambia,ZMB,2001,802000
Zambia,ZMB,2002,606172
Zambia,ZMB,2003,1157860
Zambia,ZMB,2004,1214000
Zambia,ZMB,2005,866187
Zambia,ZMB,2006,1424400
Zambia,ZMB,2007,1366158
Zambia,ZMB,2008,1211566
Zambia,ZMB,2009,1887010
Zambia,ZMB,2010,2795483
Zambia,ZMB,2011,3020380
Zambia,ZMB,2012,2852687
Zambia,ZMB,2013,2532800
Zambia,ZMB,2014,3350671
Zambia,ZMB,2015,2618221
Zambia,ZMB,2016,2873052
Zambia,ZMB,2017,3606549
Zambia,ZMB,2018,2394907
Zimbabwe,ZWE,1993,2063003
Zimbabwe,ZWE,1994,2109283
Zimbabwe,ZWE,1995,884962
Zimbabwe,ZWE,1996,2065347
Zimbabwe,ZWE,1997,1552703
Zimbabwe,ZWE,1998,1195929
Zimbabwe,ZWE,1999,1606588
Zimbabwe,ZWE,2000,1619651
Zimbabwe,ZWE,2001,1526328
Zimbabwe,ZWE,2002,604758
Zimbabwe,ZWE,2003,1058786
Zimbabwe,ZWE,2004,2357152
Zimbabwe,ZWE,2005,1255822
Zimbabwe,ZWE,2006,1997403
Zimbabwe,ZWE,2007,1509210
Zimbabwe,ZWE,2008,496000
Zimbabwe,ZWE,2009,700000
Zimbabwe,ZWE,2010,1192399
Zimbabwe,ZWE,2011,1010473
Zimbabwe,ZWE,2012,1095954
Zimbabwe,ZWE,2013,939282
Zimbabwe,ZWE,2014,974956
Zimbabwe,ZWE,2015,642793
