Country,Code,Year,Rice_Prod_Tones
Mauritania,MRT,1995,204057
Mauritania,MRT,1996,212128
Mauritania,MRT,1997,126808
Mauritania,MRT,1998,155575
Mauritania,MRT,1999,165148
Mauritania,MRT,2000,154312
Mauritania,MRT,2001,104576
Mauritania,MRT,2002,86990
Mauritania,MRT,2003,154043
Mauritania,MRT,2004,86536
Mauritania,MRT,2005,146795
Mauritania,MRT,2006,143869
Mauritania,MRT,2007,155045
Mauritania,MRT,2008,162177
Mauritania,MRT,2009,152665
Mauritania,MRT,2010,233703
Mauritania,MRT,2011,146471
Mauritania,MRT,2012,282504
Mauritania,MRT,2013,244308
Mauritania,MRT,2014,275653
Mauritania,MRT,2015,240715
Mauritania,MRT,2016,256521
Mauritania,MRT,2017,271454
Mauritania,MRT,2018,262788
Mexico,MEX,1993,25105389
Mexico,MEX,1994,26686553
Mexico,MEX,1995,26761588
Mexico,MEX,1996,29181133
Mexico,MEX,1997,27909208
Mexico,MEX,1998,28972381
Mexico,MEX,1999,27304319
Mexico,MEX,2000,27878025
Mexico,MEX,2001,30985316
Mexico,MEX,2002,28697581
Mexico,MEX,2003,31245220
Mexico,MEX,2004,32222295
Mexico,MEX,2005,28965883
Mexico,MEX,2006,32045733
Mexico,MEX,2007,34215055
Mexico,MEX,2008,36034428
Mexico,MEX,2009,31198082
Mexico,MEX,2010,34853047
Mexico,MEX,2011,28350974
Mexico,MEX,2012,33554676
Mexico,MEX,2013,33150436
Mexico,MEX,2014,36449294
Mexico,MEX,2015,34625920
Mexico,MEX,2016,38380715
Mexico,MEX,2017,37399402
Mexico,MEX,2018,35974485
Moldova,MDA,1993,3218589
Moldova,MDA,1994,1627891
Moldova,MDA,1995,2610779
Moldova,MDA,1996,1976169
Moldova,MDA,1997,3486746
Moldova,MDA,1998,2428062
Moldova,MDA,1999,2141579
Moldova,MDA,2000,1905097
Moldova,MDA,2001,2550044
Moldova,MDA,2002,2539059
Moldova,MDA,2003,2000680
Moldova,MDA,2004,2942574
Moldova,MDA,2005,2771711
Moldova,MDA,2006,2222357
Moldova,MDA,2007,1825348
Moldova,MDA,2008,3132303
Moldova,MDA,2009,2149173
Moldova,MDA,2010,2386009
Moldova,MDA,2011,2466400
Moldova,MDA,2012,2055650
Moldova,MDA,2013,2654337
Moldova,MDA,2014,2886891
Moldova,MDA,2015,2183323
Moldova,MDA,2016,2954175
Moldova,MDA,2017,3285836
Moldova,MDA,2018,3421119
Morocco,MAR,1993,2800049
Morocco,MAR,1994,9615470
Morocco,MAR,1995,1782074
Morocco,MAR,1996,10085535
Morocco,MAR,1997,4087001
Morocco,MAR,1998,6622850
Morocco,MAR,1999,3831754
Morocco,MAR,2000,1988257
Morocco,MAR,2001,4590170
Morocco,MAR,2002,5278980
Morocco,MAR,2003,7963491
Morocco,MAR,2004,8588811
Morocco,MAR,2005,4265089
Morocco,MAR,2006,9224755
Morocco,MAR,2007,2493983
Morocco,MAR,2008,5315465
Morocco,MAR,2009,10427056
Morocco,MAR,2010,7817656
Morocco,MAR,2011,8683393
Morocco,MAR,2012,5288057
Morocco,MAR,2013,9861983
Morocco,MAR,2014,6926340
Morocco,MAR,2015,11667618
Morocco,MAR,2016,3543830
Morocco,MAR,2017,9767635
Morocco,MAR,2018,10367674
Mozambique,MOZ,1993,743366
Mozambique,MOZ,1994,757223
Mozambique,MOZ,1995,1088708
Mozambique,MOZ,1996,1332004
Mozambique,MOZ,1997,1469960
Mozambique,MOZ,1998,1623608
Mozambique,MOZ,1999,1751629
Mozambique,MOZ,2000,1527340
Mozambique,MOZ,2001,1451615
Mozambique,MOZ,2002,1330247
Mozambique,MOZ,2003,1475828
Mozambique,MOZ,2004,1297469
Mozambique,MOZ,2005,1120647
Mozambique,MOZ,2006,1693104
Mozambique,MOZ,2007,1404303
Mozambique,MOZ,2008,1425721
Mozambique,MOZ,2009,2179393
Mozambique,MOZ,2010,2716826
Mozambique,MOZ,2011,2841564
Mozambique,MOZ,2012,2691050
Mozambique,MOZ,2013,1421354
Mozambique,MOZ,2014,1666305
Mozambique,MOZ,2015,1461220
Mozambique,MOZ,2016,1677352
Mozambique,MOZ,2017,1572334
Mozambique,MOZ,2018,1872518
Myanmar,MMR,1993,11464842
Myanmar,MMR,1994,12444974
Myanmar,MMR,1995,12291923
Myanmar,MMR,1996,12130199
Myanmar,MMR,1997,11668430
Myanmar,MMR,1998,11910303
Myanmar,MMR,1999,14230067
Myanmar,MMR,2000,14796462
Myanmar,MMR,2001,15331056
Myanmar,MMR,2002,15353287
Myanmar,MMR,2003,16363323
Myanmar,MMR,2004,17537520
Myanmar,MMR,2005,19662349
Myanmar,MMR,2006,21879045
Myanmar,MMR,2007,22317518
Myanmar,MMR,2008,23130920
Myanmar,MMR,2009,23295950
Myanmar,MMR,2010,23365074
Myanmar,MMR,2011,21128636
Myanmar,MMR,2012,19611325
Myanmar,MMR,2013,19840538
Myanmar,MMR,2014,19995026
Myanmar,MMR,2015,19906812
Myanmar,MMR,2016,19559888
Myanmar,MMR,2017,19585933
Myanmar,MMR,2018,19549814
Namibia,NAM,1993,74900
Namibia,NAM,1994,116234
Namibia,NAM,1995,70885
Namibia,NAM,1996,89320
Namibia,NAM,1997,157984
Namibia,NAM,1998,121180
Namibia,NAM,1999,73899
Namibia,NAM,2000,120979
Namibia,NAM,2001,121744
Namibia,NAM,2002,87998
Namibia,NAM,2003,97334
Namibia,NAM,2004,127535
Namibia,NAM,2005,129138
Namibia,NAM,2006,186008
Namibia,NAM,2007,116183
Namibia,NAM,2008,112580
Namibia,NAM,2009,111738
Namibia,NAM,2010,118358
Namibia,NAM,2011,118339
Namibia,NAM,2012,165800
Namibia,NAM,2013,86600
Namibia,NAM,2014,111718
Namibia,NAM,2015,113040
Namibia,NAM,2016,74368
Namibia,NAM,2017,137559
Namibia,NAM,2018,152898
Nepal,NPL,1993,4608589
Nepal,NPL,1994,4406834
Nepal,NPL,1995,4886043
Nepal,NPL,1996,5142774
Nepal,NPL,1997,5137954
Nepal,NPL,1998,5157927
Nepal,NPL,1999,5313129
Nepal,NPL,2000,5711504
Nepal,NPL,2001,5733163
Nepal,NPL,2002,5844619
Nepal,NPL,2003,5990781
Nepal,NPL,2004,6270303
Nepal,NPL,2005,6346078
Nepal,NPL,2006,6262054
Nepal,NPL,2007,6111090
Nepal,NPL,2008,6645402
Nepal,NPL,2009,6616041
Nepal,NPL,2010,6431043
Nepal,NPL,2011,7130110
Nepal,NPL,2012,7768663
Nepal,NPL,2013,7080286
Nepal,NPL,2014,7882013
Nepal,NPL,2015,7671632
Nepal,NPL,2016,7182689
Nepal,NPL,2017,8017194
Nepal,NPL,2018,8214587
Netherlands,NLD,1993,1466100
Netherlands,NLD,1994,1354800
Netherlands,NLD,1995,1504900
Netherlands,NLD,1996,1659400
Netherlands,NLD,1997,1450290
Netherlands,NLD,1998,1497400
Netherlands,NLD,1999,1367600
Netherlands,NLD,2000,1732100
Netherlands,NLD,2001,1671600
Netherlands,NLD,2002,1655207
Netherlands,NLD,2003,1739331
Netherlands,NLD,2004,1748400
Netherlands,NLD,2005,1705043
Netherlands,NLD,2006,1674669
Netherlands,NLD,2007,1547600
Netherlands,NLD,2008,1963010
Netherlands,NLD,2009,1994422
Netherlands,NLD,2010,1803153
Netherlands,NLD,2011,1609679
Netherlands,NLD,2012,1730981
Netherlands,NLD,2013,1755536
Netherlands,NLD,2014,1700506
Netherlands,NLD,2015,1671654
Netherlands,NLD,2016,1355219
Netherlands,NLD,2017,1392686
Netherlands,NLD,2018,1340532
New Zealand,NZL,1993,803099
New Zealand,NZL,1994,843015
New Zealand,NZL,1995,752049
New Zealand,NZL,1996,904022
New Zealand,NZL,1997,980100
New Zealand,NZL,1998,869300
New Zealand,NZL,1999,872700
New Zealand,NZL,2000,855511
New Zealand,NZL,2001,940393
New Zealand,NZL,2002,939377
New Zealand,NZL,2003,944472
New Zealand,NZL,2004,763040
New Zealand,NZL,2005,871437
New Zealand,NZL,2006,788645
New Zealand,NZL,2007,926928
New Zealand,NZL,2008,999287
New Zealand,NZL,2009,1124280
New Zealand,NZL,2010,1001296
New Zealand,NZL,2011,999389
New Zealand,NZL,2012,1168496
New Zealand,NZL,2013,1103221
New Zealand,NZL,2014,1097943
New Zealand,NZL,2015,1114618
New Zealand,NZL,2016,1096490
New Zealand,NZL,2017,936995
New Zealand,NZL,2018,977781
Niger,NER,1993,2241093
Niger,NER,1994,1844054
Niger,NER,1995,2229345
Niger,NER,1996,2072006
Niger,NER,1997,1822579
Niger,NER,1998,2958587
Niger,NER,1999,2823098
Niger,NER,2000,2106304
Niger,NER,2001,3084565
Niger,NER,2002,3298992
Niger,NER,2003,3349199
Niger,NER,2004,2660162
Niger,NER,2005,3648393
Niger,NER,2006,4008471
Niger,NER,2007,3827005
Niger,NER,2008,4863502
Niger,NER,2009,3481600
Niger,NER,2010,5229874
Niger,NER,2011,3594413
Niger,NER,2012,5311101
Niger,NER,2013,4332279
Niger,NER,2014,4880597
Niger,NER,2015,5434082
Niger,NER,2016,5817371
Niger,NER,2017,5861849
Niger,NER,2018,6066028
Nigeria,NGA,1993,19069955
Nigeria,NGA,1994,19565009
Nigeria,NGA,1995,21540240
Nigeria,NGA,1996,20625374
Nigeria,NGA,1997,20764756
Nigeria,NGA,1998,20949425
Nigeria,NGA,1999,21313759
Nigeria,NGA,2000,20271766
Nigeria,NGA,2001,19173584
Nigeria,NGA,2002,20397976
Nigeria,NGA,2003,21698372
Nigeria,NGA,2004,23210778
Nigeria,NGA,2005,24843189
Nigeria,NGA,2006,27518014
Nigeria,NGA,2007,26110062
Nigeria,NGA,2008,28817393
Nigeria,NGA,2009,20086729
Nigeria,NGA,2010,23160948
Nigeria,NGA,2011,19163525
Nigeria,NGA,2012,19617956
Nigeria,NGA,2013,18011524
Nigeria,NGA,2014,22518444
Nigeria,NGA,2015,23368738
Nigeria,NGA,2016,25844846
Nigeria,NGA,2017,23415687
Nigeria,NGA,2018,23948771
North Korea,PRK,1993,7542929
North Korea,PRK,1994,6157059
North Korea,PRK,1995,3133672
North Korea,PRK,1996,2139142
North Korea,PRK,1997,2377509
North Korea,PRK,1998,3671769
North Korea,PRK,1999,3071781
North Korea,PRK,2000,2379230
North Korea,PRK,2001,3193657
North Korea,PRK,2002,3483062
North Korea,PRK,2003,3645748
North Korea,PRK,2004,3695790
North Korea,PRK,2005,3785128
North Korea,PRK,2006,3850160
North Korea,PRK,2007,3269957
North Korea,PRK,2008,3727482
North Korea,PRK,2009,3659622
North Korea,PRK,2010,3707013
North Korea,PRK,2011,3869001
North Korea,PRK,2012,4242491
North Korea,PRK,2013,4233373
North Korea,PRK,2014,4347817
North Korea,PRK,2015,4506768
North Korea,PRK,2016,4129469
North Korea,PRK,2017,4048908
North Korea,PRK,2018,3516535
Oman,OMN,1993,32684
Oman,OMN,1994,32811
Oman,OMN,1995,32949
Oman,OMN,1996,32992
Oman,OMN,1997,32964
Oman,OMN,1998,32453
Oman,OMN,1999,33017
Oman,OMN,2000,33163
Oman,OMN,2001,33461
Oman,OMN,2002,33534
Oman,OMN,2003,33305
Oman,OMN,2004,37746
Oman,OMN,2005,32858
Oman,OMN,2006,31176
Oman,OMN,2007,32482
Oman,OMN,2008,30429
Oman,OMN,2009,61769
Oman,OMN,2010,46034
Oman,OMN,2011,58015
Oman,OMN,2012,52464
Oman,OMN,2013,50873
Oman,OMN,2014,40693
Oman,OMN,2015,78955
Oman,OMN,2016,63171
Oman,OMN,2017,63391
Oman,OMN,2018,64754
Pakistan,PAK,1993,21874297
Pakistan,PAK,1994,20616623
Pakistan,PAK,1995,23055183
Pakistan,PAK,1996,23244552
Pakistan,PAK,1997,23095267
Pakistan,PAK,1998,25650404
Pakistan,PAK,1999,25181189
Pakistan,PAK,2000,28061801
Pakistan,PAK,2001,25108941
Pakistan,PAK,2002,24935839
Pakistan,PAK,2003,26542124
Pakistan,PAK,2004,27801412
Pakistan,PAK,2005,30736974
Pakistan,PAK,2006,30311419
Pakistan,PAK,2007,33033282
Pakistan,PAK,2008,32055576
Pakistan,PAK,2009,34709141
Pakistan,PAK,2010,32402020
Pakistan,PAK,2011,36227460
Pakistan,PAK,2012,33731168
Pakistan,PAK,2013,36624150
Pakistan,PAK,2014,38397912
Pakistan,PAK,2015,37684469
Pakistan,PAK,2016,39133791
Pakistan,PAK,2017,40578781
Pakistan,PAK,2018,39144483
Paraguay,PRY,1993,929069
Paraguay,PRY,1994,907670
Paraguay,PRY,1995,1103869
Paraguay,PRY,1996,1271363
Paraguay,PRY,1997,1533471
Paraguay,PRY,1998,1177842
Paraguay,PRY,1999,1104980
Paraguay,PRY,2000,980028
Paraguay,PRY,2001,1592662
Paraguay,PRY,2002,1514009
Paraguay,PRY,2003,1871457
Paraguay,PRY,2004,1937478
Paraguay,PRY,2005,1715234
Paraguay,PRY,2006,2381815
Paraguay,PRY,2007,2920653
Paraguay,PRY,2008,3394354
Paraguay,PRY,2009,3094540
Paraguay,PRY,2010,4870598
Paraguay,PRY,2011,5231601
Paraguay,PRY,2012,5028882
Paraguay,PRY,2013,6066801
Paraguay,PRY,2014,4663768
Paraguay,PRY,2015,6805098
Paraguay,PRY,2016,6976486
Paraguay,PRY,2017,6900088
Paraguay,PRY,2018,6771627
Peru,PER,1993,1690846
Peru,PER,1994,1938675
Peru,PER,1995,1752145
Peru,PER,1996,2140543
Peru,PER,1997,2107111
Peru,PER,1998,2329322
Peru,PER,1999,2744421
Peru,PER,2000,2923965
Peru,PER,2001,3062502
Peru,PER,2002,3138923
Peru,PER,2003,3209989
Peru,PER,2004,2823901
Peru,PER,2005,3309942
Peru,PER,2006,3276968
Peru,PER,2007,3281485
Peru,PER,2008,3773910
Peru,PER,2009,4053793
Peru,PER,2010,3925480
Peru,PER,2011,3742696
Peru,PER,2012,4209856
Peru,PER,2013,4233371
Peru,PER,2014,4044575
Peru,PER,2015,4420090
Peru,PER,2016,4125159
Peru,PER,2017,4103225
Peru,PER,2018,4459427
Poland,POL,1993,23417080
Poland,POL,1994,21763445
Poland,POL,1995,25905314
Poland,POL,1996,25297819
Poland,POL,1997,25399486
Poland,POL,1998,27158723
Poland,POL,1999,25750319
Poland,POL,2000,22340612
Poland,POL,2001,26960313
Poland,POL,2002,26877272
Poland,POL,2003,23390757
Poland,POL,2004,29635147
Poland,POL,2005,26927924
Poland,POL,2006,21775931
Poland,POL,2007,27142811
Poland,POL,2008,27664297
Poland,POL,2009,29826416
Poland,POL,2010,27228098
Poland,POL,2011,26767403
Poland,POL,2012,28543870
Poland,POL,2013,28455154
Poland,POL,2014,31945433
Poland,POL,2015,28002726
Poland,POL,2016,29849223
Poland,POL,2017,31924964
Poland,POL,2018,26779782
Portugal,PRT,1993,1455960
Portugal,PRT,1994,1586449
Portugal,PRT,1995,1352779
Portugal,PRT,1996,1550115
Portugal,PRT,1997,1454975
Portugal,PRT,1998,1344457
Portugal,PRT,1999,1605113
Portugal,PRT,2000,1566915
Portugal,PRT,2001,1254760
Portugal,PRT,2002,1454245
Portugal,PRT,2003,1142328
Portugal,PRT,2004,1323092
Portugal,PRT,2005,781141
Portugal,PRT,2006,1148064
Portugal,PRT,2007,1014021
Portugal,PRT,2008,1261408
Portugal,PRT,2009,1064359
Portugal,PRT,2010,962522
Portugal,PRT,2011,1095811
Portugal,PRT,2012,1115864
Portugal,PRT,2013,1302415
Portugal,PRT,2014,1277540
Portugal,PRT,2015,1178625
Portugal,PRT,2016,1081712
Portugal,PRT,2017,1066040
Portugal,PRT,2018,1039074
Qatar,QAT,1993,5368
Qatar,QAT,1994,3940
Qatar,QAT,1995,4256
Qatar,QAT,1996,5195
Qatar,QAT,1997,5768
Qatar,QAT,1998,5750
Qatar,QAT,1999,7102
Qatar,QAT,2000,7215
Qatar,QAT,2001,6584
Qatar,QAT,2002,6467
Qatar,QAT,2003,7083
Qatar,QAT,2004,5490
Qatar,QAT,2005,7094
Qatar,QAT,2006,6740
Qatar,QAT,2007,5002
Qatar,QAT,2008,3150
Qatar,QAT,2009,2220
Qatar,QAT,2010,2665
Qatar,QAT,2011,1700
Qatar,QAT,2012,1908
Qatar,QAT,2013,2259
Qatar,QAT,2014,2455
Qatar,QAT,2015,1801
Qatar,QAT,2016,1377
Qatar,QAT,2017,1374
Qatar,QAT,2018,2308
Romania,ROU,1993,15480917
Romania,ROU,1994,18178706
Romania,ROU,1995,19874813
Romania,ROU,1996,14191996
Romania,ROU,1997,22103771
Romania,ROU,1998,15451007
Romania,ROU,1999,17036076
Romania,ROU,2000,10476324
Romania,ROU,2001,18870440
Romania,ROU,2002,14356305
Romania,ROU,2003,12964320
Romania,ROU,2004,24398028
Romania,ROU,2005,19343030
Romania,ROU,2006,15753190
Romania,ROU,2007,7805662
Romania,ROU,2008,16810152
Romania,ROU,2009,14848837
Romania,ROU,2010,16692374
Romania,ROU,2011,20820428
Romania,ROU,2012,12807201
Romania,ROU,2013,20878879
Romania,ROU,2014,22055698
Romania,ROU,2015,19316247
Romania,ROU,2016,21750286
Romania,ROU,2017,27124461
Romania,ROU,2018,31538842
Russia,RUS,1993,95996249
Russia,RUS,1994,78476692
Russia,RUS,1995,61748021
Russia,RUS,1996,67312285
Russia,RUS,1997,86601255
Russia,RUS,1998,46716076
Russia,RUS,1999,53630981
Russia,RUS,2000,64048115
Russia,RUS,2001,83138470
Russia,RUS,2002,84567779
Russia,RUS,2003,65186239
Russia,RUS,2004,75829556
Russia,RUS,2005,76002018
Russia,RUS,2006,76267906
Russia,RUS,2007,79972900
Russia,RUS,2008,106172036
Russia,RUS,2009,95311457
Russia,RUS,2010,59265875
Russia,RUS,2011,91429409
Russia,RUS,2012,68403199
Russia,RUS,2013,90053635
Russia,RUS,2014,102789330
Russia,RUS,2015,102078059
Russia,RUS,2016,117395522
Russia,RUS,2017,130966774
Russia,RUS,2018,109492147
Rwanda,RWA,1993,229103
Rwanda,RWA,1994,128574
Rwanda,RWA,1995,141630
Rwanda,RWA,1996,181232
Rwanda,RWA,1997,220168
Rwanda,RWA,1998,191584
Rwanda,RWA,1999,176034
Rwanda,RWA,2000,235824
Rwanda,RWA,2001,279510
Rwanda,RWA,2002,301462
Rwanda,RWA,2003,288381
Rwanda,RWA,2004,303562
Rwanda,RWA,2005,392603
Rwanda,RWA,2006,349567
Rwanda,RWA,2007,335660
Rwanda,RWA,2008,376680
Rwanda,RWA,2009,527210
Rwanda,RWA,2010,650711
Rwanda,RWA,2011,744764
Rwanda,RWA,2012,780014
Rwanda,RWA,2013,899644
Rwanda,RWA,2014,784923
Rwanda,RWA,2015,581375
Rwanda,RWA,2016,626763
Rwanda,RWA,2017,598530
Rwanda,RWA,2018,666238
Saudi Arabia,SAU,1993,5042521
Saudi Arabia,SAU,1994,4859501
Saudi Arabia,SAU,1995,2668863
Saudi Arabia,SAU,1996,1931516
Saudi Arabia,SAU,1997,2338534
Saudi Arabia,SAU,1998,2201566
Saudi Arabia,SAU,1999,2454119
Saudi Arabia,SAU,2000,2167394
Saudi Arabia,SAU,2001,2591615
Saudi Arabia,SAU,2002,2852747
Saudi Arabia,SAU,2003,2948817
Saudi Arabia,SAU,2004,3189319
Saudi Arabia,SAU,2005,3006637
Saudi Arabia,SAU,2006,3042777
Saudi Arabia,SAU,2007,2960073
Saudi Arabia,SAU,2008,2431704
Saudi Arabia,SAU,2009,1585994
Saudi Arabia,SAU,2010,1565155
Saudi Arabia,SAU,2011,1414016
Saudi Arabia,SAU,2012,1084597
Saudi Arabia,SAU,2013,881553
Saudi Arabia,SAU,2014,1502341
Saudi Arabia,SAU,2015,1549853
Saudi Arabia,SAU,2016,1441921
Saudi Arabia,SAU,2017,1429022
Saudi Arabia,SAU,2018,1378867
Slovakia,SVK,1993,3150687
Slovakia,SVK,1994,3701137
Slovakia,SVK,1995,3490485
Slovakia,SVK,1996,3322455
Slovakia,SVK,1997,3741302
Slovakia,SVK,1998,3485708
Slovakia,SVK,1999,2829922
Slovakia,SVK,2000,2202543
Slovakia,SVK,2001,3212188
Slovakia,SVK,2002,3197881
Slovakia,SVK,2003,2490571
Slovakia,SVK,2004,3797352
Slovakia,SVK,2005,3585251
Slovakia,SVK,2006,2928803
Slovakia,SVK,2007,2793485
Slovakia,SVK,2008,4137019
Slovakia,SVK,2009,3332824
Slovakia,SVK,2010,2554376
Slovakia,SVK,2011,3714041
Slovakia,SVK,2012,3035810
Slovakia,SVK,2013,3411961
Slovakia,SVK,2014,4707655
Slovakia,SVK,2015,3805712
Slovakia,SVK,2016,4847544
Slovakia,SVK,2017,3484061
Slovakia,SVK,2018,4037761
Slovenia,SVN,1993,421684
Slovenia,SVN,1994,528787
Slovenia,SVN,1995,510937
Slovenia,SVN,1996,489042
Slovenia,SVN,1997,545220
Slovenia,SVN,1998,558625
Slovenia,SVN,1999,479997
Slovenia,SVN,2000,496964
Slovenia,SVN,2001,499565
Slovenia,SVN,2002,614326
Slovenia,SVN,2003,402240
Slovenia,SVN,2004,586833
Slovenia,SVN,2005,579486
Slovenia,SVN,2006,496875
Slovenia,SVN,2007,535319
Slovenia,SVN,2008,583181
Slovenia,SVN,2009,536505
Slovenia,SVN,2010,572622
Slovenia,SVN,2011,611690
Slovenia,SVN,2012,580413
Slovenia,SVN,2013,461462
Slovenia,SVN,2014,653111
Slovenia,SVN,2015,628408
Slovenia,SVN,2016,642479
Slovenia,SVN,2017,551216
Slovenia,SVN,2018,600948
Somalia,SOM,1993,163260
Somalia,SOM,1994,404660
Somalia,SOM,1995,284254
Somalia,SOM,1996,281069
Somalia,SOM,1997,304399
Somalia,SOM,1998,200448
Somalia,SOM,1999,297887
Somalia,SOM,2000,391742
Somalia,SOM,2001,427730
Somalia,SOM,2002,437854
Somalia,SOM,2003,398828
Somalia,SOM,2004,360476
Somalia,SOM,2005,350877
Somalia,SOM,2006,255524
Somalia,SOM,2007,191642
Somalia,SOM,2008,227254
Somalia,SOM,2009,227909
Somalia,SOM,2010,352958
Somalia,SOM,2011,117451
Somalia,SOM,2012,383561
Somalia,SOM,2013,382587
Somalia,SOM,2014,244167
Somalia,SOM,2015,239722
Somalia,SOM,2016,141905
Somalia,SOM,2017,189186
Somalia,SOM,2018,272450
South Africa,ZAF,1993,12804463
South Africa,ZAF,1994,15984671
South Africa,ZAF,1995,7513369
South Africa,ZAF,1996,13669052
South Africa,ZAF,1997,13253433
South Africa,ZAF,1998,10231314
South Africa,ZAF,1999,10058530
South Africa,ZAF,2000,14548010
South Africa,ZAF,2001,10713683
South Africa,ZAF,2002,13047226
South Africa,ZAF,2003,11818087
South Africa,ZAF,2004,12025859
South Africa,ZAF,2005,14174106
South Africa,ZAF,2006,9451262
South Africa,ZAF,2007,9506764
South Africa,ZAF,2008,15338479
South Africa,ZAF,2009,14569856
South Africa,ZAF,2010,14699911
South Africa,ZAF,2011,12927344
South Africa,ZAF,2012,14555169
South Africa,ZAF,2013,14153569
South Africa,ZAF,2014,16616871
South Africa,ZAF,2015,11909230
South Africa,ZAF,2016,10196523
South Africa,ZAF,2017,18862977
South Africa,ZAF,2018,14970914
South Korea,KOR,1993,4682421
South Korea,KOR,1994,4885351
South Korea,KOR,1995,4639785
South Korea,KOR,1996,5133309
South Korea,KOR,1997,5171925
South Korea,KOR,1998,4809526
South Korea,KOR,1999,5042809
South Korea,KOR,2000,5038713
South Korea,KOR,2001,5280065
South Korea,KOR,2002,4763515
South Korea,KOR,2003,4351817
South Korea,KOR,2004,4771277
South Korea,KOR,2005,4578977
South Korea,KOR,2006,4441348
South Korea,KOR,2007,4250158
South Korea,KOR,2008,4598509
South Korea,KOR,2009,4592421
South Korea,KOR,2010,4085700
South Korea,KOR,2011,3955676
South Korea,KOR,2012,3804387
South Korea,KOR,2013,3935098
South Korea,KOR,2014,3975186
South Korea,KOR,2015,4054594
South Korea,KOR,2016,3958153
South Korea,KOR,2017,3727269
South Korea,KOR,2018,3698848
Spain,ESP,1993,17388127
Spain,ESP,1994,15113329
Spain,ESP,1995,11483569
Spain,ESP,1996,22141551
Spain,ESP,1997,19086193
Spain,ESP,1998,22313954
Spain,ESP,1999,17729481
Spain,ESP,2000,24306231
Spain,ESP,2001,17787114
Spain,ESP,2002,21469498
Spain,ESP,2003,21160599
Spain,ESP,2004,24548495
Spain,ESP,2005,13966960
Spain,ESP,2006,18847422
Spain,ESP,2007,24298058
Spain,ESP,2008,23773826
Spain,ESP,2009,17590653
Spain,ESP,2010,19571050
Spain,ESP,2011,21788268
Spain,ESP,2012,17247711
Spain,ESP,2013,25076249
Spain,ESP,2014,20294399
Spain,ESP,2015,19867251
Spain,ESP,2016,23778602
Spain,ESP,2017,16375555
Spain,ESP,2018,24093825
Swaziland,SWZ,1993,85222
Swaziland,SWZ,1994,85568
Swaziland,SWZ,1995,151735
Swaziland,SWZ,1996,120505
Swaziland,SWZ,1997,139045
Swaziland,SWZ,1998,119141
Swaziland,SWZ,1999,125024
Swaziland,SWZ,2000,113814
Swaziland,SWZ,2001,83504
Swaziland,SWZ,2002,68573
Swaziland,SWZ,2003,70262
Swaziland,SWZ,2004,69066
Swaziland,SWZ,2005,75488
Swaziland,SWZ,2006,68070
Swaziland,SWZ,2007,27062
Swaziland,SWZ,2008,60839
Swaziland,SWZ,2009,75916
Swaziland,SWZ,2010,85797
Swaziland,SWZ,2011,76730
Swaziland,SWZ,2012,83484
Swaziland,SWZ,2013,120669
Swaziland,SWZ,2014,88993
Swaziland,SWZ,2015,84964
Swaziland,SWZ,2016,88592
Swaziland,SWZ,2017,91341
Swaziland,SWZ,2018,92649
Switzerland,CHE,1993,1252968
Switzerland,CHE,1994,1213740
Switzerland,CHE,1995,1245612
Switzerland,CHE,1996,1317471
Switzerland,CHE,1997,1194083
Switzerland,CHE,1998,1240975
Switzerland,CHE,1999,1028481
Switzerland,CHE,2000,1169500
Switzerland,CHE,2001,1079600
Switzerland,CHE,2002,1087700
Switzerland,CHE,2003,847200
Switzerland,CHE,2004,1089000
Switzerland,CHE,2005,1056500
Switzerland,CHE,2006,1013200
Switzerland,CHE,2007,1012697
Switzerland,CHE,2008,1002471
Switzerland,CHE,2009,1006184
Switzerland,CHE,2010,924003
Switzerland,CHE,2011,999473
Switzerland,CHE,2012,950518
Switzerland,CHE,2013,867294
Switzerland,CHE,2014,994406
Switzerland,CHE,2015,910072
Switzerland,CHE,2016,743880
Switzerland,CHE,2017,976614
Switzerland,CHE,2018,882055
Syria,SYR,1993,5387269
Syria,SYR,1994,5393295
Syria,SYR,1995,6094093
Syria,SYR,1996,5989735
Syria,SYR,1997,4322487
Syria,SYR,1998,5271231
Syria,SYR,1999,3301339
Syria,SYR,2000,3512791
Syria,SYR,2001,5161232
Syria,SYR,2002,5932429
Syria,SYR,2003,6227315
Syria,SYR,2004,5281248
Syria,SYR,2005,5631256
Syria,SYR,2006,6302288
Syria,SYR,2007,5010856
Syria,SYR,2008,2684688
Syria,SYR,2009,4738674
Syria,SYR,2010,3900866
Syria,SYR,2011,4829179
Syria,SYR,2012,4600764
Syria,SYR,2013,4207811
Syria,SYR,2014,2696860
Syria,SYR,2015,3285573
Syria,SYR,2016,3307265
Syria,SYR,2017,3171048
Syria,SYR,2018,3239880
Taiwan,TWN,1993,2012944
Taiwan,TWN,1994,1882618
Taiwan,TWN,1995,1860536
Taiwan,TWN,1996,1751257
Taiwan,TWN,1997,1758050
Taiwan,TWN,1998,1528762
Taiwan,TWN,1999,1513983
Taiwan,TWN,2000,1477651
Taiwan,TWN,2001,1338882
Taiwan,TWN,2002,1411006
Taiwan,TWN,2003,1286426
Taiwan,TWN,2004,1114606
Taiwan,TWN,2005,1121608
Taiwan,TWN,2006,1173700
Taiwan,TWN,2007,1034286
Taiwan,TWN,2008,1093831
Taiwan,TWN,2009,1188309
