Country,Code,Year,Rice_Yield_Hg_Per_Ha
New Zealand,NZL,2018,80643
Niger,NER,1993,3225
Niger,NER,1994,2650
Niger,NER,1995,3100
Niger,NER,1996,2886
Niger,NER,1997,2834
Niger,NER,1998,3870
Niger,NER,1999,3774
Niger,NER,2000,2864
Niger,NER,2001,3912
Niger,NER,2002,4197
Niger,NER,2003,4270
Niger,NER,2004,3385
Niger,NER,2005,4344
Niger,NER,2006,4473
Niger,NER,2007,4226
Niger,NER,2008,4944
Niger,NER,2009,3831
Niger,NER,2010,4915
Niger,NER,2011,3603
Niger,NER,2012,5180
Niger,NER,2013,4050
Niger,NER,2014,4437
Niger,NER,2015,5482
Niger,NER,2016,5333
Niger,NER,2017,5384
Niger,NER,2018,5517
Nigeria,NGA,1993,10945
Nigeria,NGA,1994,10874
Nigeria,NGA,1995,11582
Nigeria,NGA,1996,11618
Nigeria,NGA,1997,11239
Nigeria,NGA,1998,11423
Nigeria,NGA,1999,11789
Nigeria,NGA,2000,11113
Nigeria,NGA,2001,11773
Nigeria,NGA,2002,11980
Nigeria,NGA,2003,12491
Nigeria,NGA,2004,13102
Nigeria,NGA,2005,13568
Nigeria,NGA,2006,14372
Nigeria,NGA,2007,13452
Nigeria,NGA,2008,15248
Nigeria,NGA,2009,14461
Nigeria,NGA,2010,14357
Nigeria,NGA,2011,12354
Nigeria,NGA,2012,12809
Nigeria,NGA,2013,11336
Nigeria,NGA,2014,13334
Nigeria,NGA,2015,13267
Nigeria,NGA,2016,13532
Nigeria,NGA,2017,12878
Nigeria,NGA,2018,13785
North Korea,PRK,1993,50579
North Korea,PRK,1994,40397
North Korea,PRK,1995,20682
North Korea,PRK,1996,15210
North Korea,PRK,1997,16431
North Korea,PRK,1998,25766
North Korea,PRK,1999,22780
North Korea,PRK,2000,19210
North Korea,PRK,2001,24824
North Korea,PRK,2002,26392
North Korea,PRK,2003,26974
North Korea,PRK,2004,28261
North Korea,PRK,2005,27441
North Korea,PRK,2006,29182
North Korea,PRK,2007,24542
North Korea,PRK,2008,28310
North Korea,PRK,2009,27746
North Korea,PRK,2010,28114
North Korea,PRK,2011,29557
North Korea,PRK,2012,32031
North Korea,PRK,2013,32402
North Korea,PRK,2014,34586
North Korea,PRK,2015,36608
North Korea,PRK,2016,33899
North Korea,PRK,2017,33824
North Korea,PRK,2018,29759
Oman,OMN,1993,52549
Oman,OMN,1994,52123
Oman,OMN,1995,51564
Oman,OMN,1996,51481
Oman,OMN,1997,51282
Oman,OMN,1998,52310
Oman,OMN,1999,51815
Oman,OMN,2000,51543
Oman,OMN,2001,51009
Oman,OMN,2002,50960
Oman,OMN,2003,50668
Oman,OMN,2004,48324
Oman,OMN,2005,50191
Oman,OMN,2006,48528
Oman,OMN,2007,48683
Oman,OMN,2008,47748
Oman,OMN,2009,121796
Oman,OMN,2010,94207
Oman,OMN,2011,94239
Oman,OMN,2012,94807
Oman,OMN,2013,90473
Oman,OMN,2014,77403
Oman,OMN,2015,139808
Oman,OMN,2016,130046
Oman,OMN,2017,130485
Oman,OMN,2018,133505
Pakistan,PAK,1993,17957
Pakistan,PAK,1994,16990
Pakistan,PAK,1995,18881
Pakistan,PAK,1996,18730
Pakistan,PAK,1997,18691
Pakistan,PAK,1998,20167
Pakistan,PAK,1999,20121
Pakistan,PAK,2000,22152
Pakistan,PAK,2001,20706
Pakistan,PAK,2002,20742
Pakistan,PAK,2003,21266
Pakistan,PAK,2004,22295
Pakistan,PAK,2005,23995
Pakistan,PAK,2006,23440
Pakistan,PAK,2007,25310
Pakistan,PAK,2008,23944
Pakistan,PAK,2009,25383
Pakistan,PAK,2010,24303
Pakistan,PAK,2011,27222
Pakistan,PAK,2012,26457
Pakistan,PAK,2013,27405
Pakistan,PAK,2014,27506
Pakistan,PAK,2015,26991
Pakistan,PAK,2016,27779
Pakistan,PAK,2017,29133
Pakistan,PAK,2018,28614
Paraguay,PRY,1993,19617
Paraguay,PRY,1994,21188
Paraguay,PRY,1995,20429
Paraguay,PRY,1996,21839
Paraguay,PRY,1997,23741
Paraguay,PRY,1998,19922
Paraguay,PRY,1999,18787
Paraguay,PRY,2000,19146
Paraguay,PRY,2001,21133
Paraguay,PRY,2002,20433
Paraguay,PRY,2003,22788
Paraguay,PRY,2004,24100
Paraguay,PRY,2005,21258
Paraguay,PRY,2006,23032
Paraguay,PRY,2007,26594
Paraguay,PRY,2008,26437
Paraguay,PRY,2009,23041
Paraguay,PRY,2010,33840
Paraguay,PRY,2011,33936
Paraguay,PRY,2012,29582
Paraguay,PRY,2013,35624
Paraguay,PRY,2014,30988
Paraguay,PRY,2015,39818
Paraguay,PRY,2016,42514
Paraguay,PRY,2017,42567
Paraguay,PRY,2018,40476
Peru,PER,1993,22647
Peru,PER,1994,23437
Peru,PER,1995,21705
Peru,PER,1996,24077
Peru,PER,1997,22471
Peru,PER,1998,22518
Peru,PER,1999,25136
Peru,PER,2000,25373
Peru,PER,2001,26560
Peru,PER,2002,27539
Peru,PER,2003,28189
Peru,PER,2004,26923
Peru,PER,2005,28501
Peru,PER,2006,28390
Peru,PER,2007,28362
Peru,PER,2008,30791
Peru,PER,2009,31460
Peru,PER,2010,31430
Peru,PER,2011,31601
Peru,PER,2012,33445
Peru,PER,2013,33076
Peru,PER,2014,32434
Peru,PER,2015,34282
Peru,PER,2016,33352
Peru,PER,2017,33657
Peru,PER,2018,35887
Poland,POL,1993,27530
Poland,POL,1994,25661
Poland,POL,1995,30224
Poland,POL,1996,29011
Poland,POL,1997,28541
Poland,POL,1998,30710
Poland,POL,1999,29594
Poland,POL,2000,25348
Poland,POL,2001,30564
Poland,POL,2002,32408
Poland,POL,2003,28654
Poland,POL,2004,35376
Poland,POL,2005,32331
Poland,POL,2006,25982
Poland,POL,2007,32495
Poland,POL,2008,32172
Poland,POL,2009,34751
Poland,POL,2010,35840
Poland,POL,2011,34304
Poland,POL,2012,37049
Poland,POL,2013,38044
Poland,POL,2014,42680
Poland,POL,2015,37278
Poland,POL,2016,40335
Poland,POL,2017,41996
Poland,POL,2018,34305
Portugal,PRT,1993,20171
Portugal,PRT,1994,23421
Portugal,PRT,1995,20022
Portugal,PRT,1996,23745
Portugal,PRT,1997,21079
Portugal,PRT,1998,26542
Portugal,PRT,1999,27098
Portugal,PRT,2000,27113
Portugal,PRT,2001,25466
Portugal,PRT,2002,28242
Portugal,PRT,2003,25340
Portugal,PRT,2004,28537
Portugal,PRT,2005,20063
Portugal,PRT,2006,30763
Portugal,PRT,2007,32490
Portugal,PRT,2008,34524
Portugal,PRT,2009,31314
Portugal,PRT,2010,31650
Portugal,PRT,2011,38708
Portugal,PRT,2012,38753
Portugal,PRT,2013,41454
Portugal,PRT,2014,42314
Portugal,PRT,2015,43781
Portugal,PRT,2016,42033
Portugal,PRT,2017,45066
Portugal,PRT,2018,45232
Qatar,QAT,1993,30483
Qatar,QAT,1994,31698
Qatar,QAT,1995,31880
Qatar,QAT,1996,33778
Qatar,QAT,1997,33770
Qatar,QAT,1998,33626
Qatar,QAT,1999,37979
Qatar,QAT,2000,40994
Qatar,QAT,2001,40467
Qatar,QAT,2002,40696
Qatar,QAT,2003,37064
Qatar,QAT,2004,41216
Qatar,QAT,2005,36492
Qatar,QAT,2006,35474
Qatar,QAT,2007,41552
Qatar,QAT,2008,49219
Qatar,QAT,2009,63236
Qatar,QAT,2010,75926
Qatar,QAT,2011,60498
Qatar,QAT,2012,60764
Qatar,QAT,2013,57190
Qatar,QAT,2014,64947
Qatar,QAT,2015,58458
Qatar,QAT,2016,46927
Qatar,QAT,2017,49964
Qatar,QAT,2018,87094
Romania,ROU,1993,24208
Romania,ROU,1994,27722
Romania,ROU,1995,30838
Romania,ROU,1996,24290
Romania,ROU,1997,35409
Romania,ROU,1998,26424
Romania,ROU,1999,31879
Romania,ROU,2000,19276
Romania,ROU,2001,30293
Romania,ROU,2002,25125
Romania,ROU,2003,25348
Romania,ROU,2004,39971
Romania,ROU,2005,33334
Romania,ROU,2006,31011
Romania,ROU,2007,16433
Romania,ROU,2008,32442
Romania,ROU,2009,28203
Romania,ROU,2010,33256
Romania,ROU,2011,39888
Romania,ROU,2012,23609
Romania,ROU,2013,38598
Romania,ROU,2014,40664
Romania,ROU,2015,35409
Romania,ROU,2016,39687
Romania,ROU,2017,52249
Romania,ROU,2018,60029
Russia,RUS,1993,16319
Russia,RUS,1994,14545
Russia,RUS,1995,12522
Russia,RUS,1996,14246
Russia,RUS,1997,17859
Russia,RUS,1998,12949
Russia,RUS,1999,14468
Russia,RUS,2000,15566
Russia,RUS,2001,19309
Russia,RUS,2002,19653
Russia,RUS,2003,17733
Russia,RUS,2004,18726
Russia,RUS,2005,18481
Russia,RUS,2006,18813
Russia,RUS,2007,19840
Russia,RUS,2008,23818
Russia,RUS,2009,22733
Russia,RUS,2010,18318
Russia,RUS,2011,22516
Russia,RUS,2012,18494
Russia,RUS,2013,22333
Russia,RUS,2014,24354
Russia,RUS,2015,23828
Russia,RUS,2016,26426
Russia,RUS,2017,29599
Russia,RUS,2018,26080
Rwanda,RWA,1993,14317
Rwanda,RWA,1994,10233
Rwanda,RWA,1995,11334
Rwanda,RWA,1996,12478
Rwanda,RWA,1997,11126
Rwanda,RWA,1998,9594
Rwanda,RWA,1999,8111
Rwanda,RWA,2000,8346
Rwanda,RWA,2001,8964
Rwanda,RWA,2002,10051
Rwanda,RWA,2003,9149
Rwanda,RWA,2004,9130
Rwanda,RWA,2005,11243
Rwanda,RWA,2006,10736
Rwanda,RWA,2007,9562
Rwanda,RWA,2008,11816
Rwanda,RWA,2009,16514
Rwanda,RWA,2010,18924
Rwanda,RWA,2011,20108
Rwanda,RWA,2012,20617
Rwanda,RWA,2013,20775
Rwanda,RWA,2014,19173
Rwanda,RWA,2015,13672
Rwanda,RWA,2016,13816
Rwanda,RWA,2017,12101
Rwanda,RWA,2018,13474
Saudi Arabia,SAU,1993,44624
Saudi Arabia,SAU,1994,45465
Saudi Arabia,SAU,1995,37844
Saudi Arabia,SAU,1996,34295
Saudi Arabia,SAU,1997,35628
Saudi Arabia,SAU,1998,35405
Saudi Arabia,SAU,1999,35755
Saudi Arabia,SAU,2000,35164
Saudi Arabia,SAU,2001,39320
Saudi Arabia,SAU,2002,40476
Saudi Arabia,SAU,2003,42289
Saudi Arabia,SAU,2004,46752
Saudi Arabia,SAU,2005,47532
Saudi Arabia,SAU,2006,50471
Saudi Arabia,SAU,2007,51218
Saudi Arabia,SAU,2008,52213
Saudi Arabia,SAU,2009,48744
Saudi Arabia,SAU,2010,55078
Saudi Arabia,SAU,2011,54833
Saudi Arabia,SAU,2012,51642
Saudi Arabia,SAU,2013,53598
Saudi Arabia,SAU,2014,51307
Saudi Arabia,SAU,2015,55438
Saudi Arabia,SAU,2016,54011
Saudi Arabia,SAU,2017,56005
Saudi Arabia,SAU,2018,56083
Slovakia,SVK,1993,37758
Slovakia,SVK,1994,43047
Slovakia,SVK,1995,41164
Slovakia,SVK,1996,40141
Slovakia,SVK,1997,43882
Slovakia,SVK,1998,40549
Slovakia,SVK,1999,38574
Slovakia,SVK,2000,27099
Slovakia,SVK,2001,38897
Slovakia,SVK,2002,38997
Slovakia,SVK,2003,31360
Slovakia,SVK,2004,46418
Slovakia,SVK,2005,45118
Slovakia,SVK,2006,39963
Slovakia,SVK,2007,35612
Slovakia,SVK,2008,51753
Slovakia,SVK,2009,43315
Slovakia,SVK,2010,37373
Slovakia,SVK,2011,50090
Slovakia,SVK,2012,38291
Slovakia,SVK,2013,44904
Slovakia,SVK,2014,60387
Slovakia,SVK,2015,50796
Slovakia,SVK,2016,64304
Slovakia,SVK,2017,48560
Slovakia,SVK,2018,54333
Slovenia,SVN,1993,37651
Slovenia,SVN,1994,50240
Slovenia,SVN,1995,49983
Slovenia,SVN,1996,48579
Slovenia,SVN,1997,56323
Slovenia,SVN,1998,57931
Slovenia,SVN,1999,51864
Slovenia,SVN,2000,48031
Slovenia,SVN,2001,47345
Slovenia,SVN,2002,61179
Slovenia,SVN,2003,40115
Slovenia,SVN,2004,58262
Slovenia,SVN,2005,60069
Slovenia,SVN,2006,51160
Slovenia,SVN,2007,53413
Slovenia,SVN,2008,54747
Slovenia,SVN,2009,52683
Slovenia,SVN,2010,59810
Slovenia,SVN,2011,63738
Slovenia,SVN,2012,57619
Slovenia,SVN,2013,46155
Slovenia,SVN,2014,64725
Slovenia,SVN,2015,62839
Slovenia,SVN,2016,64646
Slovenia,SVN,2017,55400
Slovenia,SVN,2018,60524
Somalia,SOM,1993,4479
Somalia,SOM,1994,4098
Somalia,SOM,1995,4934
Somalia,SOM,1996,5028
Somalia,SOM,1997,4796
Somalia,SOM,1998,4182
Somalia,SOM,1999,5804
Somalia,SOM,2000,7317
Somalia,SOM,2001,8102
Somalia,SOM,2002,7628
Somalia,SOM,2003,6812
Somalia,SOM,2004,5716
Somalia,SOM,2005,6421
Somalia,SOM,2006,4847
Somalia,SOM,2007,5894
Somalia,SOM,2008,5495
Somalia,SOM,2009,4132
Somalia,SOM,2010,5705
Somalia,SOM,2011,4517
Somalia,SOM,2012,11845
Somalia,SOM,2013,9624
Somalia,SOM,2014,5546
Somalia,SOM,2015,5362
Somalia,SOM,2016,5056
Somalia,SOM,2017,5505
Somalia,SOM,2018,8234
South Africa,ZAF,1993,21599
South Africa,ZAF,1994,25848
South Africa,ZAF,1995,14190
South Africa,ZAF,1996,24900
South Africa,ZAF,1997,22716
South Africa,ZAF,1998,21815
South Africa,ZAF,1999,21912
South Africa,ZAF,2000,27657
South Africa,ZAF,2001,24238
South Africa,ZAF,2002,27723
South Africa,ZAF,2003,25366
South Africa,ZAF,2004,27777
South Africa,ZAF,2005,33093
South Africa,ZAF,2006,31407
South Africa,ZAF,2007,27900
South Africa,ZAF,2008,40629
South Africa,ZAF,2009,44052
South Africa,ZAF,2010,41501
South Africa,ZAF,2011,40166
South Africa,ZAF,2012,42432
South Africa,ZAF,2013,40427
South Africa,ZAF,2014,48994
South Africa,ZAF,2015,35421
South Africa,ZAF,2016,38172
South Africa,ZAF,2017,56437
South Africa,ZAF,2018,49331
South Korea,KOR,1993,36568
South Korea,KOR,1994,40074
South Korea,KOR,1995,39528
South Korea,KOR,1996,43795
South Korea,KOR,1997,44888
South Korea,KOR,1998,41022
South Korea,KOR,1999,43053
South Korea,KOR,2000,43233
South Korea,KOR,2001,44070
South Korea,KOR,2002,41003
South Korea,KOR,2003,39348
South Korea,KOR,2004,43715
South Korea,KOR,2005,42932
South Korea,KOR,2006,42776
South Korea,KOR,2007,41138
South Korea,KOR,2008,45152
South Korea,KOR,2009,45840
South Korea,KOR,2010,42089
South Korea,KOR,2011,42727
South Korea,KOR,2012,41652
South Korea,KOR,2013,43880
South Korea,KOR,2014,44952
South Korea,KOR,2015,46234
South Korea,KOR,2016,46109
South Korea,KOR,2017,45356
South Korea,KOR,2018,44865
Spain,ESP,1993,27007
Spain,ESP,1994,23274
Spain,ESP,1995,17133
Spain,ESP,1996,32669
Spain,ESP,1997,27275
Spain,ESP,1998,33560
Spain,ESP,1999,26629
Spain,ESP,2000,35630
Spain,ESP,2001,27594
Spain,ESP,2002,31816
Spain,ESP,2003,32076
Spain,ESP,2004,37057
Spain,ESP,2005,21177
Spain,ESP,2006,29899
Spain,ESP,2007,38952
Spain,ESP,2008,35405
Spain,ESP,2009,28947
Spain,ESP,2010,32404
Spain,ESP,2011,36402
Spain,ESP,2012,27940
Spain,ESP,2013,40007
Spain,ESP,2014,32033
Spain,ESP,2015,31977
Spain,ESP,2016,38330
Spain,ESP,2017,27239
Spain,ESP,2018,40229
Swaziland,SWZ,1993,13758
Swaziland,SWZ,1994,12674
Swaziland,SWZ,1995,21648
Swaziland,SWZ,1996,17553
Swaziland,SWZ,1997,19042
Swaziland,SWZ,1998,18971
Swaziland,SWZ,1999,16332
Swaziland,SWZ,2000,16319
Swaziland,SWZ,2001,14154
Swaziland,SWZ,2002,9936
Swaziland,SWZ,2003,10209
Swaziland,SWZ,2004,12423
Swaziland,SWZ,2005,13126
Swaziland,SWZ,2006,14173
Swaziland,SWZ,2007,5591
Swaziland,SWZ,2008,9945
Swaziland,SWZ,2009,12831
Swaziland,SWZ,2010,11995
Swaziland,SWZ,2011,13363
Swaziland,SWZ,2012,13301
Swaziland,SWZ,2013,13621
Swaziland,SWZ,2014,9991
Swaziland,SWZ,2015,10660
Swaziland,SWZ,2016,11620
Swaziland,SWZ,2017,11628
Swaziland,SWZ,2018,11598
Switzerland,CHE,1993,62090
Switzerland,CHE,1994,58076
Switzerland,CHE,1995,60688
Switzerland,CHE,1996,67068
Switzerland,CHE,1997,64070
Switzerland,CHE,1998,66410
Switzerland,CHE,1999,56431
Switzerland,CHE,2000,64022
Switzerland,CHE,2001,60119
Switzerland,CHE,2002,62698
Switzerland,CHE,2003,50865
Switzerland,CHE,2004,67325
Switzerland,CHE,2005,63004
Switzerland,CHE,2006,61650
Switzerland,CHE,2007,64185
Switzerland,CHE,2008,64131
Switzerland,CHE,2009,65783
Switzerland,CHE,2010,60939
Switzerland,CHE,2011,68746
Switzerland,CHE,2012,64643
Switzerland,CHE,2013,59456
Switzerland,CHE,2014,70433
Switzerland,CHE,2015,64315
Switzerland,CHE,2016,51546
Switzerland,CHE,2017,68002
Switzerland,CHE,2018,62037
Syria,SYR,1993,14890
Syria,SYR,1994,15364
Syria,SYR,1995,16612
Syria,SYR,1996,18531
Syria,SYR,1997,12729
Syria,SYR,1998,15847
Syria,SYR,1999,10724
Syria,SYR,2000,11486
Syria,SYR,2001,16926
Syria,SYR,2002,19935
Syria,SYR,2003,19990
Syria,SYR,2004,16575
Syria,SYR,2005,17114
Syria,SYR,2006,20023
Syria,SYR,2007,16224
Syria,SYR,2008,8967
Syria,SYR,2009,17077
Syria,SYR,2010,12319
Syria,SYR,2011,16788
Syria,SYR,2012,16432
Syria,SYR,2013,15759
Syria,SYR,2014,10634
Syria,SYR,2015,14584
Syria,SYR,2016,15534
Syria,SYR,2017,16211
Syria,SYR,2018,16419
Taiwan,TWN,1993,40656
Taiwan,TWN,1994,40151
Taiwan,TWN,1995,40361
Taiwan,TWN,1996,40293
Taiwan,TWN,1997,40025
Taiwan,TWN,1998,37143
Taiwan,TWN,1999,38313
Taiwan,TWN,2000,39330
Taiwan,TWN,2001,36660
Taiwan,TWN,2002,41691
Taiwan,TWN,2003,42717
Taiwan,TWN,2004,42597
Taiwan,TWN,2005,38302
Taiwan,TWN,2006,41193
Taiwan,TWN,2007,36788
Taiwan,TWN,2008,40120
Taiwan,TWN,2009,43035
Taiwan,TWN,2010,41152
Taiwan,TWN,2011,44929
Taiwan,TWN,2012,44348
Taiwan,TWN,2013,40627
Taiwan,TWN,2014,43959
Taiwan,TWN,2015,43195
Taiwan,TWN,2016,39895
Taiwan,TWN,2017,44032
Taiwan,TWN,2018,48716
Tajikistan,TJK,1993,9365
Tajikistan,TJK,1994,8536
Tajikistan,TJK,1995,8887
Tajikistan,TJK,1996,10203
Tajikistan,TJK,1997,12797
Tajikistan,TJK,1998,12015
Tajikistan,TJK,1999,11944
Tajikistan,TJK,2000,12451
Tajikistan,TJK,2001,13592
Tajikistan,TJK,2002,18434
Tajikistan,TJK,2003,20526
Tajikistan,TJK,2004,21076
Tajikistan,TJK,2005,21146
Tajikistan,TJK,2006,21196
Tajikistan,TJK,2007,23933
Tajikistan,TJK,2008,20987
Tajikistan,TJK,2009,30723
Tajikistan,TJK,2010,30595
Tajikistan,TJK,2011,24569
Tajikistan,TJK,2012,28236
Tajikistan,TJK,2013,30976
Tajikistan,TJK,2014,31219
Tajikistan,TJK,2015,31906
Tajikistan,TJK,2016,32700
Tajikistan,TJK,2017,33785
Tajikistan,TJK,2018,33205
Tanzania,TZA,1993,11605
Tanzania,TZA,1994,10719
Tanzania,TZA,1995,16270
Tanzania,TZA,1996,15006
Tanzania,TZA,1997,10413
Tanzania,TZA,1998,11229
Tanzania,TZA,1999,16595
Tanzania,TZA,2000,13372
Tanzania,TZA,2001,19134
Tanzania,TZA,2002,18017
Tanzania,TZA,2003,7818
Tanzania,TZA,2004,12986
Tanzania,TZA,2005,10222
Tanzania,TZA,2006,12339
Tanzania,TZA,2007,13277
Tanzania,TZA,2008,12515
Tanzania,TZA,2009,10254
Tanzania,TZA,2010,14797
Tanzania,TZA,2011,12596
Tanzania,TZA,2012,12177
Tanzania,TZA,2013,13011
Tanzania,TZA,2014,15385
Tanzania,TZA,2015,14595
Tanzania,TZA,2016,13909
Tanzania,TZA,2017,14010
Tanzania,TZA,2018,14154
Thailand,THA,1993,15284
Thailand,THA,1994,17412
Thailand,THA,1995,18115
Thailand,THA,1996,18337
Thailand,THA,1997,17580
Thailand,THA,1998,18280
Thailand,THA,1999,18248
Thailand,THA,2000,19525
Thailand,THA,2001,21067
Thailand,THA,2002,21364
Thailand,THA,2003,21303
Thailand,THA,2004,21086
Thailand,THA,2005,21573
Thailand,THA,2006,21289
Thailand,THA,2007,21788
Thailand,THA,2008,21709
Thailand,THA,2009,21308
Thailand,THA,2010,21792
Thailand,THA,2011,23062
Thailand,THA,2012,23055
Thailand,THA,2013,22781
Thailand,THA,2014,22396
Thailand,THA,2015,21282
Thailand,THA,2016,21935
Thailand,THA,2017,22920
Thailand,THA,2018,22856
Turkey,TUR,1993,22506
Turkey,TUR,1994,19176
Turkey,TUR,1995,20512
Turkey,TUR,1996,21056
Turkey,TUR,1997,21447
Turkey,TUR,1998,23800
Turkey,TUR,1999,20916
Turkey,TUR,2000,23620
Turkey,TUR,2001,21695
Turkey,TUR,2002,22333
Turkey,TUR,2003,22993
Turkey,TUR,2004,24661
Turkey,TUR,2005,26200
Turkey,TUR,2006,26441
Turkey,TUR,2007,23924
Turkey,TUR,2008,25790
Turkey,TUR,2009,27871
Turkey,TUR,2010,27033
Turkey,TUR,2011,29447
Turkey,TUR,2012,29323
Turkey,TUR,2013,32309
Turkey,TUR,2014,28076
Turkey,TUR,2015,32815
Turkey,TUR,2016,30785
Turkey,TUR,2017,32304
Turkey,TUR,2018,31351
Turkmenistan,TKM,1993,22659
Turkmenistan,TKM,1994,25393
Turkmenistan,TKM,1995,16603
Turkmenistan,TKM,1996,8037
Turkmenistan,TKM,1997,11724
Turkmenistan,TKM,1998,21409
Turkmenistan,TKM,1999,22547
Turkmenistan,TKM,2000,21114
Turkmenistan,TKM,2001,23025
Turkmenistan,TKM,2002,28894
Turkmenistan,TKM,2003,27316
Turkmenistan,TKM,2004,28930
Turkmenistan,TKM,2005,28882
Turkmenistan,TKM,2006,32460
Turkmenistan,TKM,2007,12889
Turkmenistan,TKM,2008,10891
Turkmenistan,TKM,2009,15890
Turkmenistan,TKM,2010,16887
Turkmenistan,TKM,2011,13574
Turkmenistan,TKM,2012,12332
Turkmenistan,TKM,2013,11882
Turkmenistan,TKM,2014,12026
Turkmenistan,TKM,2015,11671
Turkmenistan,TKM,2016,11351
Turkmenistan,TKM,2017,10587
Turkmenistan,TKM,2018,10298
Uganda,UGA,1993,15208
Uganda,UGA,1994,14752
Uganda,UGA,1995,15514
Uganda,UGA,1996,11841
Uganda,UGA,1997,11982
Uganda,UGA,1998,15044
Uganda,UGA,1999,16102
Uganda,UGA,2000,15129
Uganda,UGA,2001,16141
Uganda,UGA,2002,16111
Uganda,UGA,2003,16482
Uganda,UGA,2004,14420
Uganda,UGA,2005,15421
Uganda,UGA,2006,14924
Uganda,UGA,2007,14947
Uganda,UGA,2008,17931
Uganda,UGA,2009,19950
Uganda,UGA,2010,19345
Uganda,UGA,2011,20113
Uganda,UGA,2012,19887
Uganda,UGA,2013,19569
Uganda,UGA,2014,19762
Uganda,UGA,2015,18862
Uganda,UGA,2016,18717
Uganda,UGA,2017,20002
Uganda,UGA,2018,20021
Ukraine,UKR,1993,32875
Ukraine,UKR,1994,27224
Ukraine,UKR,1995,25102
Ukraine,UKR,1996,20079
Ukraine,UKR,1997,24887
Ukraine,UKR,1998,21077
Ukraine,UKR,1999,20011
Ukraine,UKR,2000,19483
Ukraine,UKR,2001,27279
Ukraine,UKR,2002,27504
Ukraine,UKR,2003,22761
Ukraine,UKR,2004,28433
Ukraine,UKR,2005,26209
Ukraine,UKR,2006,24253
Ukraine,UKR,2007,22039
Ukraine,UKR,2008,34847
Ukraine,UKR,2009,30007
Ukraine,UKR,2010,27232
Ukraine,UKR,2011,37499
Ukraine,UKR,2012,31532
Ukraine,UKR,2013,40277
Ukraine,UKR,2014,43990
Ukraine,UKR,2015,41395
Ukraine,UKR,2016,46501
Ukraine,UKR,2017,43143
Ukraine,UKR,2018,48508
United Arab Emirates,ARE,1993,41647
United Arab Emirates,ARE,1994,64145
United Arab Emirates,ARE,1995,64740
United Arab Emirates,ARE,1996,65021
United Arab Emirates,ARE,1997,158940
United Arab Emirates,ARE,1998,177463
United Arab Emirates,ARE,1999,171658
United Arab Emirates,ARE,2000,175047
United Arab Emirates,ARE,2001,174769
United Arab Emirates,ARE,2002,180646
United Arab Emirates,ARE,2003,209278
United Arab Emirates,ARE,2004,203736
United Arab Emirates,ARE,2005,202152
United Arab Emirates,ARE,2006,209008
United Arab Emirates,ARE,2007,214286
United Arab Emirates,ARE,2008,222659
United Arab Emirates,ARE,2009,247166
United Arab Emirates,ARE,2010,180698
United Arab Emirates,ARE,2011,240643
United Arab Emirates,ARE,2012,121122
United Arab Emirates,ARE,2013,367619
United Arab Emirates,ARE,2014,137854
United Arab Emirates,ARE,2015,320287
United Arab Emirates,ARE,2016,315382
United Arab Emirates,ARE,2017,302350
United Arab Emirates,ARE,2018,275821
United Kingdom,GBR,1993,64286
United Kingdom,GBR,1994,65568
United Kingdom,GBR,1995,68726
United Kingdom,GBR,1996,72999
United Kingdom,GBR,1997,66958
United Kingdom,GBR,1998,66614
United Kingdom,GBR,1999,70433
United Kingdom,GBR,2000,71648
United Kingdom,GBR,2001,62911
United Kingdom,GBR,2002,70769
United Kingdom,GBR,2003,70328
United Kingdom,GBR,2004,70318
United Kingdom,GBR,2005,71965
United Kingdom,GBR,2006,72786
United Kingdom,GBR,2007,66323
United Kingdom,GBR,2008,74202
United Kingdom,GBR,2009,70296
United Kingdom,GBR,2010,69530
United Kingdom,GBR,2011,69847
United Kingdom,GBR,2012,62151
United Kingdom,GBR,2013,66316
United Kingdom,GBR,2014,76965
United Kingdom,GBR,2015,79809
United Kingdom,GBR,2016,70226
United Kingdom,GBR,2017,72290
United Kingdom,GBR,2018,67887
United States,USA,1993,42597
United States,USA,1994,55133
United States,USA,1995,46008
United States,USA,1996,51354
United States,USA,1997,52320
United States,USA,1998,56312
United States,USA,1999,56832
United States,USA,2000,58051
United States,USA,2001,58322
United States,USA,2002,54873
United States,USA,2003,59715
United States,USA,2004,67893
United States,USA,2005,63914
United States,USA,2006,63448
United States,USA,2007,66560
United States,USA,2008,65478
United States,USA,2009,71689
United States,USA,2010,69142
United States,USA,2011,67542
United States,USA,2012,58618
United States,USA,2013,72527
United States,USA,2014,75802
United States,USA,2015,73800
United States,USA,2016,85564
United States,USA,2017,87304
United States,USA,2018,86287
Uruguay,URY,1993,20901
Uruguay,URY,1994,25388
Uruguay,URY,1995,27152
Uruguay,URY,1996,28101
Uruguay,URY,1997,25679
Uruguay,URY,1998,29308
Uruguay,URY,1999,31108
Uruguay,URY,2000,30447
Uruguay,URY,2001,26721
Uruguay,URY,2002,28180
Uruguay,URY,2003,28846
Uruguay,URY,2004,36096
Uruguay,URY,2005,35946
Uruguay,URY,2006,37172
Uruguay,URY,2007,37073
Uruguay,URY,2008,36742
Uruguay,URY,2009,34421
Uruguay,URY,2010,37654
Uruguay,URY,2011,37624
Uruguay,URY,2012,36512
Uruguay,URY,2013,32803
Uruguay,URY,2014,37468
Uruguay,URY,2015,36956
