Country,Code,Year,Maize_Yield_Hg_Per_Ha
Macedonia,MKD,1994,31183
Macedonia,MKD,1995,39019
Macedonia,MKD,1996,33885
Macedonia,MKD,1997,39154
Macedonia,MKD,1998,43734
Macedonia,MKD,1999,40926
Macedonia,MKD,2000,33819
Macedonia,MKD,2001,34500
Macedonia,MKD,2002,41404
Macedonia,MKD,2003,40599
Macedonia,MKD,2004,43262
Macedonia,MKD,2005,44909
Macedonia,MKD,2006,46493
Macedonia,MKD,2007,38361
Macedonia,MKD,2008,40991
Macedonia,MKD,2009,47054
Macedonia,MKD,2010,44778
Macedonia,MKD,2011,42704
Macedonia,MKD,2012,39554
Macedonia,MKD,2013,42269
Macedonia,MKD,2014,44898
Macedonia,MKD,2015,42143
Macedonia,MKD,2016,46266
Macedonia,MKD,2017,38437
Macedonia,MKD,2018,51456
Madagascar,MDG,1993,8972
Madagascar,MDG,1994,9451
Madagascar,MDG,1995,9628
Madagascar,MDG,1996,9299
Madagascar,MDG,1997,9368
Madagascar,MDG,1998,8306
Madagascar,MDG,1999,9162
Madagascar,MDG,2000,8838
Madagascar,MDG,2001,9290
Madagascar,MDG,2002,8845
Madagascar,MDG,2003,16255
Madagascar,MDG,2004,17779
Madagascar,MDG,2005,15464
Madagascar,MDG,2006,15891
Madagascar,MDG,2007,16191
Madagascar,MDG,2008,16569
Madagascar,MDG,2009,16225
Madagascar,MDG,2010,15577
Madagascar,MDG,2011,15455
Madagascar,MDG,2012,16591
Madagascar,MDG,2013,16581
Madagascar,MDG,2014,16720
Madagascar,MDG,2015,16783
Madagascar,MDG,2016,16560
Madagascar,MDG,2017,16613
Madagascar,MDG,2018,16666
Malawi,MWI,1993,15327
Malawi,MWI,1994,9209
Malawi,MWI,1995,13517
Malawi,MWI,1996,14433
Malawi,MWI,1997,10959
Malawi,MWI,1998,13711
Malawi,MWI,1999,18109
Malawi,MWI,2000,17428
Malawi,MWI,2001,11845
Malawi,MWI,2002,10460
Malawi,MWI,2003,12259
Malawi,MWI,2004,10460
Malawi,MWI,2005,8093
Malawi,MWI,2006,14814
Malawi,MWI,2007,26547
Malawi,MWI,2008,16498
Malawi,MWI,2009,22265
Malawi,MWI,2010,20158
Malawi,MWI,2011,22079
Malawi,MWI,2012,21932
Malawi,MWI,2013,21708
Malawi,MWI,2014,23339
Malawi,MWI,2015,16563
Malawi,MWI,2016,14154
Malawi,MWI,2017,20078
Malawi,MWI,2018,16008
Mali,MLI,1993,11029
Mali,MLI,1994,11347
Mali,MLI,1995,12843
Mali,MLI,1996,15845
Mali,MLI,1997,16930
Mali,MLI,1998,16416
Mali,MLI,1999,14541
Mali,MLI,2000,13322
Mali,MLI,2001,11585
Mali,MLI,2002,11478
Mali,MLI,2003,14360
Mali,MLI,2004,18210
Mali,MLI,2005,14933
Mali,MLI,2006,17134
Mali,MLI,2007,16831
Mali,MLI,2008,19732
Mali,MLI,2009,33349
Mali,MLI,2010,26886
Mali,MLI,2011,14037
Mali,MLI,2012,24427
Mali,MLI,2013,25927
Mali,MLI,2014,21715
Mali,MLI,2015,25299
Mali,MLI,2016,27255
Mali,MLI,2017,22801
Mali,MLI,2018,32114
Mauritania,MRT,1993,12291
Mauritania,MRT,1994,4987
Mauritania,MRT,1995,7996
Mauritania,MRT,1996,5871
Mauritania,MRT,1997,8627
Mauritania,MRT,1998,8387
Mauritania,MRT,1999,7618
Mauritania,MRT,2000,9054
Mauritania,MRT,2001,10016
Mauritania,MRT,2002,5644
Mauritania,MRT,2003,7755
Mauritania,MRT,2004,11513
Mauritania,MRT,2005,8156
Mauritania,MRT,2006,4975
Mauritania,MRT,2007,7116
Mauritania,MRT,2008,7059
Mauritania,MRT,2009,5542
Mauritania,MRT,2010,8592
Mauritania,MRT,2011,6611
Mauritania,MRT,2012,6904
Mauritania,MRT,2013,4731
Mauritania,MRT,2014,6818
Mauritania,MRT,2015,6500
Mauritania,MRT,2016,6818
Mauritania,MRT,2017,6667
Mauritania,MRT,2018,6886
Mexico,MEX,1993,24401
Mexico,MEX,1994,22255
Mexico,MEX,1995,22883
Mexico,MEX,1996,22387
Mexico,MEX,1997,23840
Mexico,MEX,1998,23429
Mexico,MEX,1999,24720
Mexico,MEX,2000,24620
Mexico,MEX,2001,25777
Mexico,MEX,2002,27105
Mexico,MEX,2003,27525
Mexico,MEX,2004,28188
Mexico,MEX,2005,29276
Mexico,MEX,2006,30012
Mexico,MEX,2007,32063
Mexico,MEX,2008,33071
Mexico,MEX,2009,32368
Mexico,MEX,2010,32599
Mexico,MEX,2011,29058
Mexico,MEX,2012,31874
Mexico,MEX,2013,31941
Mexico,MEX,2014,32964
Mexico,MEX,2015,34782
Mexico,MEX,2016,37180
Mexico,MEX,2017,37888
Mexico,MEX,2018,38146
Moldova,MDA,1993,38660
Moldova,MDA,1994,22205
Moldova,MDA,1995,29757
Moldova,MDA,1996,28987
Moldova,MDA,1997,39998
Moldova,MDA,1998,31121
Moldova,MDA,1999,28282
Moldova,MDA,2000,23358
Moldova,MDA,2001,23714
Moldova,MDA,2002,26721
Moldova,MDA,2003,25551
Moldova,MDA,2004,30711
Moldova,MDA,2005,32728
Moldova,MDA,2006,29059
Moldova,MDA,2007,30776
Moldova,MDA,2008,34922
Moldova,MDA,2009,28897
Moldova,MDA,2010,34540
Moldova,MDA,2011,32548
Moldova,MDA,2012,30812
Moldova,MDA,2013,31042
Moldova,MDA,2014,33485
Moldova,MDA,2015,22047
Moldova,MDA,2016,29881
Moldova,MDA,2017,36960
Moldova,MDA,2018,42398
Morocco,MAR,1993,2065
Morocco,MAR,1994,6261
Morocco,MAR,1995,1303
Morocco,MAR,1996,9274
Morocco,MAR,1997,10984
Morocco,MAR,1998,6468
Morocco,MAR,1999,4120
Morocco,MAR,2000,4000
Morocco,MAR,2001,2107
Morocco,MAR,2002,7494
Morocco,MAR,2003,5617
Morocco,MAR,2004,9152
Morocco,MAR,2005,2036
Morocco,MAR,2006,12198
Morocco,MAR,2007,4155
Morocco,MAR,2008,5515
Morocco,MAR,2009,9151
Morocco,MAR,2010,12132
Morocco,MAR,2011,11533
Morocco,MAR,2012,7648
Morocco,MAR,2013,6632
Morocco,MAR,2014,7085
Morocco,MAR,2015,7544
Morocco,MAR,2016,9275
Morocco,MAR,2017,9362
Morocco,MAR,2018,7990
Mozambique,MOZ,1993,6332
Mozambique,MOZ,1994,5207
Mozambique,MOZ,1995,6794
Mozambique,MOZ,1996,9395
Mozambique,MOZ,1997,9033
Mozambique,MOZ,1998,9006
Mozambique,MOZ,1999,11596
Mozambique,MOZ,2000,9399
Mozambique,MOZ,2001,9580
Mozambique,MOZ,2002,7065
Mozambique,MOZ,2003,8711
Mozambique,MOZ,2004,8085
Mozambique,MOZ,2005,4950
Mozambique,MOZ,2006,8387
Mozambique,MOZ,2007,6813
Mozambique,MOZ,2008,6177
Mozambique,MOZ,2009,10000
Mozambique,MOZ,2010,12024
Mozambique,MOZ,2011,12020
Mozambique,MOZ,2012,14980
Mozambique,MOZ,2013,6814
Mozambique,MOZ,2014,7967
Mozambique,MOZ,2015,8036
Mozambique,MOZ,2016,9057
Mozambique,MOZ,2017,9272
Mozambique,MOZ,2018,9056
Myanmar,MMR,1993,15081
Myanmar,MMR,1994,16828
Myanmar,MMR,1995,16746
Myanmar,MMR,1996,17043
Myanmar,MMR,1997,18885
Myanmar,MMR,1998,16250
Myanmar,MMR,1999,16880
Myanmar,MMR,2000,17055
Myanmar,MMR,2001,20918
Myanmar,MMR,2002,22116
Myanmar,MMR,2003,24356
Myanmar,MMR,2004,26354
Myanmar,MMR,2005,28297
Myanmar,MMR,2006,31066
Myanmar,MMR,2007,32680
Myanmar,MMR,2008,33380
Myanmar,MMR,2009,33766
Myanmar,MMR,2010,34826
Myanmar,MMR,2011,35511
Myanmar,MMR,2012,35851
Myanmar,MMR,2013,36386
Myanmar,MMR,2014,36965
Myanmar,MMR,2015,37215
Myanmar,MMR,2016,37505
Myanmar,MMR,2017,38140
Myanmar,MMR,2018,38412
Namibia,NAM,1993,7764
Namibia,NAM,1994,11549
Namibia,NAM,1995,8768
Namibia,NAM,1996,6835
Namibia,NAM,1997,15727
Namibia,NAM,1998,6608
Namibia,NAM,1999,5276
Namibia,NAM,2000,7170
Namibia,NAM,2001,13254
Namibia,NAM,2002,13238
Namibia,NAM,2003,12347
Namibia,NAM,2004,11301
Namibia,NAM,2005,22606
Namibia,NAM,2006,21053
Namibia,NAM,2007,20296
Namibia,NAM,2008,20980
Namibia,NAM,2009,21130
Namibia,NAM,2010,19792
Namibia,NAM,2011,19188
Namibia,NAM,2012,18850
Namibia,NAM,2013,18491
Namibia,NAM,2014,16000
Namibia,NAM,2015,18679
Namibia,NAM,2016,19513
Namibia,NAM,2017,23542
Namibia,NAM,2018,23539
Nepal,NPL,1993,15984
Nepal,NPL,1994,16502
Nepal,NPL,1995,16447
Nepal,NPL,1996,16770
Nepal,NPL,1997,16585
Nepal,NPL,1998,17112
Nepal,NPL,1999,16776
Nepal,NPL,2000,17275
Nepal,NPL,2001,18000
Nepal,NPL,2002,18291
Nepal,NPL,2003,18765
Nepal,NPL,2004,19059
Nepal,NPL,2005,20191
Nepal,NPL,2006,20382
Nepal,NPL,2007,20909
Nepal,NPL,2008,21590
Nepal,NPL,2009,22054
Nepal,NPL,2010,21186
Nepal,NPL,2011,22814
Nepal,NPL,2012,25011
Nepal,NPL,2013,23528
Nepal,NPL,2014,24584
Nepal,NPL,2015,24312
Nepal,NPL,2016,25029
Nepal,NPL,2017,25549
Nepal,NPL,2018,25921
Netherlands,NLD,1993,90962
Netherlands,NLD,1994,74865
Netherlands,NLD,1995,70444
Netherlands,NLD,1996,80000
Netherlands,NLD,1997,50394
Netherlands,NLD,1998,110000
Netherlands,NLD,1999,70188
Netherlands,NLD,2000,110000
Netherlands,NLD,2001,88971
Netherlands,NLD,2002,97046
Netherlands,NLD,2003,83921
Netherlands,NLD,2004,84821
Netherlands,NLD,2005,88201
Netherlands,NLD,2006,91529
Netherlands,NLD,2007,119482
Netherlands,NLD,2008,114163
Netherlands,NLD,2009,129954
Netherlands,NLD,2010,117673
Netherlands,NLD,2011,123355
Netherlands,NLD,2012,123420
Netherlands,NLD,2013,119446
Netherlands,NLD,2014,137419
Netherlands,NLD,2015,108253
Netherlands,NLD,2016,100476
Netherlands,NLD,2017,134599
Netherlands,NLD,2018,90073
New Zealand,NZL,1993,83560
New Zealand,NZL,1994,97360
New Zealand,NZL,1995,97423
New Zealand,NZL,1996,112996
New Zealand,NZL,1997,99487
New Zealand,NZL,1998,100571
New Zealand,NZL,1999,101306
New Zealand,NZL,2000,102260
New Zealand,NZL,2001,104000
New Zealand,NZL,2002,76544
New Zealand,NZL,2003,108830
New Zealand,NZL,2004,115496
New Zealand,NZL,2005,109308
New Zealand,NZL,2006,109544
New Zealand,NZL,2007,109000
New Zealand,NZL,2008,112326
New Zealand,NZL,2009,110327
New Zealand,NZL,2010,107597
New Zealand,NZL,2011,113842
New Zealand,NZL,2012,108647
New Zealand,NZL,2013,108209
New Zealand,NZL,2014,109890
New Zealand,NZL,2015,114409
New Zealand,NZL,2016,116893
New Zealand,NZL,2017,100570
New Zealand,NZL,2018,110679
Niger,NER,1993,8000
Niger,NER,1994,8309
Niger,NER,1995,12642
Niger,NER,1996,7250
Niger,NER,1997,8247
Niger,NER,1998,15173
Niger,NER,1999,3242
Niger,NER,2000,6154
Niger,NER,2001,2612
Niger,NER,2002,5853
Niger,NER,2003,5085
Niger,NER,2004,7509
Niger,NER,2005,8255
Niger,NER,2006,11227
Niger,NER,2007,10874
Niger,NER,2008,9589
Niger,NER,2009,9014
Niger,NER,2010,7869
Niger,NER,2011,8405
Niger,NER,2012,10437
Niger,NER,2013,12326
Niger,NER,2014,17602
Niger,NER,2015,12229
Niger,NER,2016,12177
Niger,NER,2017,14257
Niger,NER,2018,14632
Nigeria,NGA,1993,11848
Nigeria,NGA,1994,12720
Nigeria,NGA,1995,12666
Nigeria,NGA,1996,13261
Nigeria,NGA,1997,12510
Nigeria,NGA,1998,13200
Nigeria,NGA,1999,15998
Nigeria,NGA,2000,13001
Nigeria,NGA,2001,13999
Nigeria,NGA,2002,14899
Nigeria,NGA,2003,14999
Nigeria,NGA,2004,16002
Nigeria,NGA,2005,16598
Nigeria,NGA,2006,18182
Nigeria,NGA,2007,17049
Nigeria,NGA,2008,19571
Nigeria,NGA,2009,21961
Nigeria,NGA,2010,18502
Nigeria,NGA,2011,16271
Nigeria,NGA,2012,15118
Nigeria,NGA,2013,14616
Nigeria,NGA,2014,15850
Nigeria,NGA,2015,15599
Nigeria,NGA,2016,17551
Nigeria,NGA,2017,15933
Nigeria,NGA,2018,20924
North Korea,PRK,1993,62691
North Korea,PRK,1994,55596
North Korea,PRK,1995,20388
North Korea,PRK,1996,14007
North Korea,PRK,1997,16844
North Korea,PRK,1998,28060
North Korea,PRK,1999,21478
North Korea,PRK,2000,20988
North Korea,PRK,2001,29881
North Korea,PRK,2002,33260
North Korea,PRK,2003,34849
North Korea,PRK,2004,34889
North Korea,PRK,2005,29636
North Korea,PRK,2006,36534
North Korea,PRK,2007,31996
North Korea,PRK,2008,28051
North Korea,PRK,2009,33897
North Korea,PRK,2010,33459
North Korea,PRK,2011,36918
North Korea,PRK,2012,38418
North Korea,PRK,2013,37989
North Korea,PRK,2014,44173
North Korea,PRK,2015,40868
North Korea,PRK,2016,40316
North Korea,PRK,2017,43114
North Korea,PRK,2018,36929
Oman,OMN,1993,72773
Oman,OMN,1994,73077
Oman,OMN,1995,73381
Oman,OMN,1996,73685
Oman,OMN,1997,73989
Oman,OMN,1998,74293
Oman,OMN,1999,74597
Oman,OMN,2000,74901
Oman,OMN,2001,75204
Oman,OMN,2002,75508
Oman,OMN,2003,75812
Oman,OMN,2004,76105
Oman,OMN,2005,76385
Oman,OMN,2006,76666
Oman,OMN,2007,76947
Oman,OMN,2008,77228
Oman,OMN,2009,77509
Oman,OMN,2010,77790
Oman,OMN,2011,78358
Oman,OMN,2012,78932
Oman,OMN,2013,71903
Oman,OMN,2014,67772
Oman,OMN,2015,119590
Oman,OMN,2016,68083
Oman,OMN,2017,69295
Oman,OMN,2018,86033
Pakistan,PAK,1993,13983
Pakistan,PAK,1994,15004
Pakistan,PAK,1995,16908
Pakistan,PAK,1996,15884
Pakistan,PAK,1997,16352
Pakistan,PAK,1998,17853
Pakistan,PAK,1999,17169
Pakistan,PAK,2000,17086
Pakistan,PAK,2001,17631
Pakistan,PAK,2002,18448
Pakistan,PAK,2003,20034
Pakistan,PAK,2004,28488
Pakistan,PAK,2005,29843
Pakistan,PAK,2006,30368
Pakistan,PAK,2007,34265
Pakistan,PAK,2008,34154
Pakistan,PAK,2009,34879
Pakistan,PAK,2010,38052
Pakistan,PAK,2011,39897
Pakistan,PAK,2012,39830
Pakistan,PAK,2013,42313
Pakistan,PAK,2014,43211
Pakistan,PAK,2015,44248
Pakistan,PAK,2016,45491
Pakistan,PAK,2017,47182
Pakistan,PAK,2018,47863
Paraguay,PRY,1993,17630
Paraguay,PRY,1994,21140
Paraguay,PRY,1995,24660
Paraguay,PRY,1996,20150
Paraguay,PRY,1997,27483
Paraguay,PRY,1998,24575
Paraguay,PRY,1999,22917
Paraguay,PRY,2000,19512
Paraguay,PRY,2001,23308
Paraguay,PRY,2002,23442
Paraguay,PRY,2003,23849
Paraguay,PRY,2004,25455
Paraguay,PRY,2005,20750
Paraguay,PRY,2006,26829
Paraguay,PRY,2007,27700
Paraguay,PRY,2008,28804
Paraguay,PRY,2009,24000
Paraguay,PRY,2010,39152
Paraguay,PRY,2011,39198
Paraguay,PRY,2012,30950
Paraguay,PRY,2013,40000
Paraguay,PRY,2014,40000
Paraguay,PRY,2015,52483
Paraguay,PRY,2016,53670
Paraguay,PRY,2017,54850
Paraguay,PRY,2018,49950
Peru,PER,1993,21634
Peru,PER,1994,20891
Peru,PER,1995,19593
Peru,PER,1996,25267
Peru,PER,1997,20008
Peru,PER,1998,21121
Peru,PER,1999,23053
Peru,PER,2000,24119
Peru,PER,2001,25887
Peru,PER,2002,26708
Peru,PER,2003,27782
Peru,PER,2004,26734
Peru,PER,2005,26289
Peru,PER,2006,27129
Peru,PER,2007,28371
Peru,PER,2008,29673
Peru,PER,2009,30290
Peru,PER,2010,30999
Peru,PER,2011,31866
Peru,PER,2012,33084
Peru,PER,2013,32686
Peru,PER,2014,31601
Peru,PER,2015,33988
Peru,PER,2016,32477
Peru,PER,2017,34126
Peru,PER,2018,34416
Poland,POL,1993,53160
Poland,POL,1994,37503
Poland,POL,1995,49586
Poland,POL,1996,50514
Poland,POL,1997,54011
Poland,POL,1998,58272
Poland,POL,1999,57506
Poland,POL,2000,60637
Poland,POL,2001,60683
Poland,POL,2002,61563
Poland,POL,2003,52862
Poland,POL,2004,56935
Poland,POL,2005,57329
Poland,POL,2006,41609
Poland,POL,2007,65743
Poland,POL,2008,58149
Poland,POL,2009,62262
Poland,POL,2010,59824
Poland,POL,2011,71770
Poland,POL,2012,73481
Poland,POL,2013,65761
Poland,POL,2014,65881
Poland,POL,2015,47087
Poland,POL,2016,73173
Poland,POL,2017,71545
Poland,POL,2018,59870
Portugal,PRT,1993,37231
Portugal,PRT,1994,40939
Portugal,PRT,1995,43624
Portugal,PRT,1996,46766
Portugal,PRT,1997,49592
Portugal,PRT,1998,53704
Portugal,PRT,1999,57089
Portugal,PRT,2000,57808
Portugal,PRT,2001,58929
Portugal,PRT,2002,57285
Portugal,PRT,2003,56837
Portugal,PRT,2004,57869
Portugal,PRT,2005,46805
Portugal,PRT,2006,52885
Portugal,PRT,2007,58412
Portugal,PRT,2008,63278
Portugal,PRT,2009,66936
Portugal,PRT,2010,69295
Portugal,PRT,2011,81040
Portugal,PRT,2012,83042
Portugal,PRT,2013,83149
Portugal,PRT,2014,83331
Portugal,PRT,2015,84520
Portugal,PRT,2016,80194
Portugal,PRT,2017,86121
Portugal,PRT,2018,85640
Qatar,QAT,1993,126667
Qatar,QAT,1994,124074
Qatar,QAT,1995,125806
Qatar,QAT,1996,125692
Qatar,QAT,1997,125694
Qatar,QAT,1998,124348
Qatar,QAT,1999,124639
Qatar,QAT,2000,125175
Qatar,QAT,2001,125299
Qatar,QAT,2002,124627
Qatar,QAT,2003,125299
Qatar,QAT,2004,126304
Qatar,QAT,2005,124776
Qatar,QAT,2006,118571
Qatar,QAT,2007,181429
Qatar,QAT,2008,181429
Qatar,QAT,2009,192857
Qatar,QAT,2010,207556
Qatar,QAT,2011,125556
Qatar,QAT,2012,124894
Qatar,QAT,2013,124845
Qatar,QAT,2014,125290
Qatar,QAT,2015,124964
Qatar,QAT,2016,125011
Qatar,QAT,2017,126471
Qatar,QAT,2018,125235
Romania,ROU,1993,26054
Romania,ROU,1994,31317
Romania,ROU,1995,31915
Romania,ROU,1996,29319
Romania,ROU,1997,42171
Romania,ROU,1998,27892
Romania,ROU,1999,36403
Romania,ROU,2000,17128
Romania,ROU,2001,31232
Romania,ROU,2002,30421
Romania,ROU,2003,30704
Romania,ROU,2004,45497
Romania,ROU,2005,39816
Romania,ROU,2006,35754
Romania,ROU,2007,17030
Romania,ROU,2008,32271
Romania,ROU,2009,34169
Romania,ROU,2010,43176
Romania,ROU,2011,45292
Romania,ROU,2012,21870
Romania,ROU,2013,44941
Romania,ROU,2014,47870
Romania,ROU,2015,34716
Romania,ROU,2016,41677
Romania,ROU,2017,59610
Romania,ROU,2018,76411
Russia,RUS,1993,31022
Russia,RUS,1994,17019
Russia,RUS,1995,27612
Russia,RUS,1996,23349
Russia,RUS,1997,31366
Russia,RUS,1998,15951
Russia,RUS,1999,19055
Russia,RUS,2000,20660
Russia,RUS,2001,17299
Russia,RUS,2002,27422
Russia,RUS,2003,30813
Russia,RUS,2004,38752
Russia,RUS,2005,38500
Russia,RUS,2006,36152
Russia,RUS,2007,29300
Russia,RUS,2008,38588
Russia,RUS,2009,35319
Russia,RUS,2010,30086
Russia,RUS,2011,43444
Russia,RUS,2012,42388
Russia,RUS,2013,50110
Russia,RUS,2014,43593
Russia,RUS,2015,49337
Russia,RUS,2016,55029
Russia,RUS,2017,48875
Russia,RUS,2018,48067
Rwanda,RWA,1993,17400
Rwanda,RWA,1994,16750
Rwanda,RWA,1995,11200
Rwanda,RWA,1996,11099
Rwanda,RWA,1997,10908
Rwanda,RWA,1998,8231
Rwanda,RWA,1999,7556
Rwanda,RWA,2000,7018
Rwanda,RWA,2001,7671
Rwanda,RWA,2002,8763
Rwanda,RWA,2003,7672
Rwanda,RWA,2004,7670
Rwanda,RWA,2005,8889
Rwanda,RWA,2006,8531
Rwanda,RWA,2007,7201
Rwanda,RWA,2008,11515
Rwanda,RWA,2009,19503
Rwanda,RWA,2010,23416
Rwanda,RWA,2011,23529
Rwanda,RWA,2012,22587
Rwanda,RWA,2013,22845
Rwanda,RWA,2014,25009
Rwanda,RWA,2015,15313
Rwanda,RWA,2016,15748
Rwanda,RWA,2017,12050
Rwanda,RWA,2018,13873
Saudi Arabia,SAU,1993,21725
Saudi Arabia,SAU,1994,19523
Saudi Arabia,SAU,1995,19522
Saudi Arabia,SAU,1996,19583
Saudi Arabia,SAU,1997,17531
Saudi Arabia,SAU,1998,20519
Saudi Arabia,SAU,1999,18723
Saudi Arabia,SAU,2000,62820
Saudi Arabia,SAU,2001,40612
Saudi Arabia,SAU,2002,36432
Saudi Arabia,SAU,2003,38053
Saudi Arabia,SAU,2004,38514
Saudi Arabia,SAU,2005,37301
Saudi Arabia,SAU,2006,58203
Saudi Arabia,SAU,2007,56250
Saudi Arabia,SAU,2008,56427
Saudi Arabia,SAU,2009,54742
Saudi Arabia,SAU,2010,53096
Saudi Arabia,SAU,2011,59958
Saudi Arabia,SAU,2012,60135
Saudi Arabia,SAU,2013,61024
Saudi Arabia,SAU,2014,54743
Saudi Arabia,SAU,2015,53094
Saudi Arabia,SAU,2016,59959
Saudi Arabia,SAU,2017,61024
Saudi Arabia,SAU,2018,62300
Slovakia,SVK,1993,46160
Slovakia,SVK,1994,41362
Slovakia,SVK,1995,48957
Slovakia,SVK,1996,57527
Slovakia,SVK,1997,59479
Slovakia,SVK,1998,55056
Slovakia,SVK,1999,59974
Slovakia,SVK,2000,30374
Slovakia,SVK,2001,50235
Slovakia,SVK,2002,53887
Slovakia,SVK,2003,41195
Slovakia,SVK,2004,58337
Slovakia,SVK,2005,69659
Slovakia,SVK,2006,55516
Slovakia,SVK,2007,39675
Slovakia,SVK,2008,81732
Slovakia,SVK,2009,68503
Slovakia,SVK,2010,55306
Slovakia,SVK,2011,71489
Slovakia,SVK,2012,55118
Slovakia,SVK,2013,50704
Slovakia,SVK,2014,83914
Slovakia,SVK,2015,48540
Slovakia,SVK,2016,92537
Slovakia,SVK,2017,56769
Slovakia,SVK,2018,84668
Slovenia,SVN,1993,40210
Slovenia,SVN,1994,63200
Slovenia,SVN,1995,63380
Slovenia,SVN,1996,63000
Slovenia,SVN,1997,74811
Slovenia,SVN,1998,73139
Slovenia,SVN,1999,69368
Slovenia,SVN,2000,58821
Slovenia,SVN,2001,54139
Slovenia,SVN,2002,81574
Slovenia,SVN,2003,50802
Slovenia,SVN,2004,77750
Slovenia,SVN,2005,82883
Slovenia,SVN,2006,69305
Slovenia,SVN,2007,75358
Slovenia,SVN,2008,73207
Slovenia,SVN,2009,78371
Slovenia,SVN,2010,85394
Slovenia,SVN,2011,86856
Slovenia,SVN,2012,70816
Slovenia,SVN,2013,54145
Slovenia,SVN,2014,91462
Slovenia,SVN,2015,89742
Slovenia,SVN,2016,95144
Slovenia,SVN,2017,71083
Slovenia,SVN,2018,94525
Somalia,SOM,1993,9875
Somalia,SOM,1994,4149
Somalia,SOM,1995,8304
Somalia,SOM,1996,6202
Somalia,SOM,1997,7095
Somalia,SOM,1998,5727
Somalia,SOM,1999,7118
Somalia,SOM,2000,14597
Somalia,SOM,2001,14274
Somalia,SOM,2002,14274
Somalia,SOM,2003,13626
Somalia,SOM,2004,10944
Somalia,SOM,2005,11765
Somalia,SOM,2006,10526
Somalia,SOM,2007,11111
Somalia,SOM,2008,11765
Somalia,SOM,2009,15299
Somalia,SOM,2010,15098
Somalia,SOM,2011,17901
Somalia,SOM,2012,17662
Somalia,SOM,2013,12100
Somalia,SOM,2014,6775
Somalia,SOM,2015,5618
Somalia,SOM,2016,5852
Somalia,SOM,2017,6500
Somalia,SOM,2018,14929
South Africa,ZAF,1993,22840
South Africa,ZAF,1994,28481
South Africa,ZAF,1995,13800
South Africa,ZAF,1996,27043
South Africa,ZAF,1997,25195
South Africa,ZAF,1998,21611
South Africa,ZAF,1999,22274
South Africa,ZAF,2000,28492
South Africa,ZAF,2001,24371
South Africa,ZAF,2002,28516
South Africa,ZAF,2003,26582
South Africa,ZAF,2004,30305
South Africa,ZAF,2005,36351
South Africa,ZAF,2006,34122
South Africa,ZAF,2007,27921
South Africa,ZAF,2008,45373
South Africa,ZAF,2009,49640
South Africa,ZAF,2010,46736
South Africa,ZAF,2011,43671
South Africa,ZAF,2012,44905
South Africa,ZAF,2013,42466
South Africa,ZAF,2014,53009
South Africa,ZAF,2015,37526
South Africa,ZAF,2016,39956
South Africa,ZAF,2017,63988
South Africa,ZAF,2018,53949
South Korea,KOR,1993,41844
South Korea,KOR,1994,40882
South Korea,KOR,1995,42452
South Korea,KOR,1996,40299
South Korea,KOR,1997,41126
South Korea,KOR,1998,39823
South Korea,KOR,1999,39403
South Korea,KOR,2000,40616
South Korea,KOR,2001,40272
South Korea,KOR,2002,42218
South Korea,KOR,2003,41402
South Korea,KOR,2004,42604
South Korea,KOR,2005,48412
South Korea,KOR,2006,47305
South Korea,KOR,2007,49180
South Korea,KOR,2008,50544
South Korea,KOR,2009,50225
South Korea,KOR,2010,47874
South Korea,KOR,2011,46522
South Korea,KOR,2012,48944
South Korea,KOR,2013,50591
South Korea,KOR,2014,51776
South Korea,KOR,2015,50953
South Korea,KOR,2016,48529
South Korea,KOR,2017,48154
South Korea,KOR,2018,49478
Spain,ESP,1993,61736
Spain,ESP,1994,68566
Spain,ESP,1995,72459
Spain,ESP,1996,85308
Spain,ESP,1997,91501
Spain,ESP,1998,94731
Spain,ESP,1999,94808
Spain,ESP,2000,92157
Spain,ESP,2001,97208
Spain,ESP,2002,95142
Spain,ESP,2003,90408
Spain,ESP,2004,100691
Spain,ESP,2005,96099
Spain,ESP,2006,97437
Spain,ESP,2007,100027
Spain,ESP,2008,99061
Spain,ESP,2009,100749
Spain,ESP,2010,105553
Spain,ESP,2011,113738
Spain,ESP,2012,109164
Spain,ESP,2013,110445
Spain,ESP,2014,114114
Spain,ESP,2015,114610
Spain,ESP,2016,113270
Spain,ESP,2017,113169
Spain,ESP,2018,119195
Swaziland,SWZ,1993,13785
Swaziland,SWZ,1994,12733
Swaziland,SWZ,1995,22065
Swaziland,SWZ,1996,17766
Swaziland,SWZ,1997,19218
Swaziland,SWZ,1998,19178
Swaziland,SWZ,1999,16456
Swaziland,SWZ,2000,16456
Swaziland,SWZ,2001,14267
Swaziland,SWZ,2002,9962
Swaziland,SWZ,2003,10235
Swaziland,SWZ,2004,12500
Swaziland,SWZ,2005,13210
Swaziland,SWZ,2006,14291
Swaziland,SWZ,2007,5520
Swaziland,SWZ,2008,9943
Swaziland,SWZ,2009,12869
Swaziland,SWZ,2010,12040
Swaziland,SWZ,2011,13452
Swaziland,SWZ,2012,13375
Swaziland,SWZ,2013,13702
Swaziland,SWZ,2014,10004
Swaziland,SWZ,2015,10678
Swaziland,SWZ,2016,11641
Swaziland,SWZ,2017,11650
Swaziland,SWZ,2018,11619
Switzerland,CHE,1993,89050
Switzerland,CHE,1994,87490
Switzerland,CHE,1995,83614
Switzerland,CHE,1996,85748
